project_id,period_id,project_buffer_consumed_days,project_buffer_consumption_ratio,buffer_to_progress_ratio,buffer_exhausted,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,P01,13.708946,0.286498,1.71899,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,07d791f7dc7bbd0e009a76fcf064c7e08f3855b409f5ea0a240c7441b04f8b00
PRJ-AIR,P02,18.418786,0.384928,1.154783,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0d5e453814db25beaf591f17ec7294dbec95ec5aa5424337bc28d14c66db67f7
PRJ-AIR,P03,21.188612,0.442813,0.885626,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2636bf37c3aa7fa342bea11d1e3e96a9a01523149826ecda600734c4e5b28194
PRJ-AIR,P04,28.024612,0.585676,0.878514,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5b74204aa0487be4f03c597656b70e09bd9f2aa5c09ab981b0eb250bf380ee3c
PRJ-AIR,P05,32.17878,0.672493,0.806991,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7428791105eb730af886016c4d63b004a7ddd3de608f7eda646ea1b01042ce69
PRJ-AIR,P06,38.91584,0.813288,0.829886,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a261d874c09aa869b7cbfaabf38f42093f70b007352b502dcb2687d004341b69
PRJ-HWY,P01,6.804815,0.1626,0.975601,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,72cdb92a61c9aaadfc3c9137ab036f39423cf9e50fd7eda38f8f90287faaf0ff
PRJ-HWY,P02,11.96769,0.285966,0.857899,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bd54bcf0bd65ce465aa72f2cef36d93934cf7964230584122ad3c17229d2ba8d
PRJ-HWY,P03,15.520821,0.370868,0.741736,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3f68e1a75b09282a14f03ad17bf50a5720d91ec73c9531db7bb2cb6ea82fb529
PRJ-HWY,P04,20.020264,0.478381,0.717572,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,20e5c8f020ff168d2a7341ad7809a9c54805345b93054327e4452a6eada0c1c7
PRJ-HWY,P05,23.433775,0.559947,0.671936,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f389899d0d007b73780007608b8901af5ab135a99b272436355b401fd9b30111
PRJ-HWY,P06,29.208242,0.697927,0.71217,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a0d8f8ff27a594f212257fd5375cd7dff6bf5279b30c936f1b1ce66a2eb9cc72
PRJ-HSP,P01,14.693013,0.313953,1.88372,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8cf108a467322536f509b355d263082af036df11149bc4551b3ec88878ffb398
PRJ-HSP,P02,19.998281,0.427314,1.281941,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,16ebe29443126b41abb6eaf88324ce19e42fbf6fb361c9ad435ea21050e82ede
PRJ-HSP,P03,24.298013,0.519188,1.038377,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e14db56e6721f34be0f3ce761ac5aa34e6788eab8f97445f4f862917093441ef
PRJ-HSP,P04,28.582789,0.610743,0.916115,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ebdd761fe6ef19607fd659bae2f5e9b8ffb4ab342083ed05cb9e9dd31364b8b8
PRJ-HSP,P05,37.243809,0.795808,0.954969,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,14089a155cb8fac28d569e3e7d905253363a428a108c7684aa8123309592e136
PRJ-HSP,P06,41.35382,0.883629,0.901662,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d4286b7f8a9403544dd6b2c06667a92fef718e57594fced2b344b779836e5b6c
PRJ-WTR,P01,3.54,0.1,0.6,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c899b7cc89032b3500276657a30972293e23aa1c1216b8dd661c08e28fa6c8cb
PRJ-WTR,P02,7.08,0.2,0.6,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cb0a23c664029b12b282187da30fa1758e3211fe6016449810af7770c5cd3923
PRJ-WTR,P03,10.62,0.3,0.6,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ba61a17e4b48afadf5a52507fe3a84a5bf74f89422e20197f1ce374f8447d045
PRJ-WTR,P04,14.16,0.4,0.6,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7c3984b4b088ab5ad4a5f8e84b651f40cb5d9208b82a2c8e8f73e740d41a879e
PRJ-WTR,P05,18.40702,0.519972,0.623967,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ec2e83c3ebfeb74675c73fc7a17e8807f8f15e6a829c7206c2b2cb9c30568aec
PRJ-WTR,P06,20.8152,0.588,0.6,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,042a0a02cdf494f40db926d0eca3644bd08f5e58febc990926dec48d853e91c0
PRJ-RAL,P01,9.914473,0.231917,1.391505,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fe2d59a8961771c13faa2b73b15d72056f5aeb18a503505fdd72f9989f31bd86
PRJ-RAL,P02,14.219592,0.332622,0.997866,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,55451f20b03a099b0565efb922893822554d397db06918da26124269530086c8
PRJ-RAL,P03,17.586565,0.411382,0.822763,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7631f5278b4851f4e5532a3d7bbf8bcfb164adec953b53ae6e5c8b142b925c15
PRJ-RAL,P04,22.846223,0.534415,0.801622,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9b6411b59eda6f2930b140d728713ca6a7363f99ec2d722a91f9cf3a4b2d8549
PRJ-RAL,P05,27.332389,0.639354,0.767225,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e085adbaf1e76d7503aa02667429c711ef066d744a983d08576647754fce5a67
PRJ-RAL,P06,33.312903,0.779249,0.795152,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b51bcb01250b0baf702ee12efea36cd8545a90a6edd101192527a75b6fcc4e63
PRJ-DCT,P01,3.645,0.1,0.6,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3ad111a8b8e38bcd9a2013028060aa819066d50bee0c5eba0fd2f95b95672576
PRJ-DCT,P02,7.779797,0.213438,0.640313,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e8a1ba71f88df71e337b20193cab218d20933db96e43b56767ca2c79a20db5a8
PRJ-DCT,P03,11.486274,0.315124,0.630248,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,68f6285d7a44426c06e64f0b8ee823ad1d3177ef0f9190f8b5cb5a4df45015ea
PRJ-DCT,P04,16.082018,0.441208,0.661811,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6a9414dcd200e98c31feb126b1348442a582ef994185c786a6006903963bfd6c
