project_id,period_id,leading_work_type,following_work_type,leading_rate,following_rate,catch_up_location,interference_within_project,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,P01,EARLY_WORK,STRUCTURE,0.232027,0.167813,-10.914586,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,10b5125f9f7af4361070bcebb857e363d233c71486ad1d8a3a40f6c4c4e9aed3
PRJ-HWY,P01,STRUCTURE,SYSTEMS,0.167813,0.159846,-67.33624,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0f2a7af45b6bd6ecd32f25595bcec7f7b1cbf4fcb4db6f541bc6fd615b02dd16
PRJ-HWY,P01,SYSTEMS,FINISH,0.159846,0.209413,16.207846,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b73fd9e5a3a2799668852a34f28169a8f28f2e7363c8bda93aabec2569116162
PRJ-HWY,P02,EARLY_WORK,STRUCTURE,0.206778,0.182297,-27.714791,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4bb1d457c1775b4ffe832c7228cbc08ae7c72f956650b53ae9f57f09a837bba0
PRJ-HWY,P02,STRUCTURE,SYSTEMS,0.182297,0.160764,-27.220908,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f2751ba6db55a52ceb0d659e1e53353a4b9efc42d10559812335e5cb2c706357
PRJ-HWY,P02,SYSTEMS,FINISH,0.160764,0.192646,23.313981,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bcd12e93e6381f214981226e8d93c8b424ed0d65b9d2b46098c75905cc78c0a5
PRJ-HWY,P03,EARLY_WORK,STRUCTURE,0.239972,0.181905,-13.531641,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1e23f85383cc5192fc71468507fd78d32545b43f73c64619dac43b283bb433cb
PRJ-HWY,P03,STRUCTURE,SYSTEMS,0.181905,0.171288,-58.695758,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,da15752c55fcf566bcfa59835df93ef3e8c96fa5d596d5fcf0bafdddfc96bdc1
PRJ-HWY,P03,SYSTEMS,FINISH,0.171288,0.174183,247.351905,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ce43df89d08f679e2bebc9e0e3d2398b51a0bd208d4598fb02f02fc10a77056e
PRJ-HWY,P04,EARLY_WORK,STRUCTURE,0.227695,0.185652,-18.097904,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4382bd529fc9b594d0fec0b1be13927815b7c137793deaa5795804f36cfb3d96
PRJ-HWY,P04,STRUCTURE,SYSTEMS,0.185652,0.152545,-17.108384,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,da7272cb8ec670de975d81df651da18af23b689a2cf117ab37d74cb7d7024c77
PRJ-HWY,P04,SYSTEMS,FINISH,0.152545,0.192825,17.525791,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fe85e131c5f7c33effaef5aa6abbfe42c8a933fa3dab0521e07de1231d670c55
PRJ-HWY,P05,EARLY_WORK,STRUCTURE,0.226039,0.202062,-34.287378,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7c5afabf1fc158167ebcd5838f2eded7ab5aa300b93306b9a958759d03baa286
PRJ-HWY,P05,STRUCTURE,SYSTEMS,0.202062,0.149641,-11.536302,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1be5794f4bc959be7775272a5dbb7f7bcecd0839e00f430581db5c01dded1f3f
PRJ-HWY,P05,SYSTEMS,FINISH,0.149641,0.21901,11.338677,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bf86f37097e5464f9771b54205cc3a66f9303987b1bf26427ad00375bb475739
PRJ-HWY,P06,EARLY_WORK,STRUCTURE,0.20462,0.184093,-33.032283,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3133696fb82809b3b9327443635a67e88c3ac5a50d85d93840f43354390cdd7b
PRJ-HWY,P06,STRUCTURE,SYSTEMS,0.184093,0.16324,-28.821908,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aec5423a4a297473985b5b5f98cd023dfa4b9803ec2ad0366ee1d9d8cf387cad
PRJ-HWY,P06,SYSTEMS,FINISH,0.16324,0.193288,25.201525,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cb385461ba2130139711defa5c0e664e3ccb729a47422cd660f9d6fe8b3fa6af
PRJ-HSP,P01,EARLY_WORK,STRUCTURE,0.226191,0.169523,-12.179769,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e7c16d89ef7740a5f128dd90c1369bd08c7d5884d037ff72abbef4d9e0492e00
PRJ-HSP,P01,STRUCTURE,SYSTEMS,0.169523,0.145768,-20.804547,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b82f65fe07cb6d657e5c251669bd9d229716acdd1ecd408b861beaf22603565d
PRJ-HSP,P01,SYSTEMS,FINISH,0.145768,0.171956,22.971266,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,12ca8453d5aa2d5e63fd30908ef6cb88c4f21110ba9ca6228ed3945a909f3e78
PRJ-HSP,P02,EARLY_WORK,STRUCTURE,0.20585,0.168088,-16.493085,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f6866374cfe7bcac363e14aaa6ec6e75526e870f3b0633871accf81fc6408cc0
PRJ-HSP,P02,STRUCTURE,SYSTEMS,0.168088,0.146423,-22.720971,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e30c8bcef5034d62262b2ec563298d5000165615da9a45743f233d1a26e9d127
PRJ-HSP,P02,SYSTEMS,FINISH,0.146423,0.175174,21.411645,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,da77bc816bf271e06f7f998db476e21d8c11dfc4a9951336e560851e95bc1af1
PRJ-HSP,P03,EARLY_WORK,STRUCTURE,0.193666,0.175089,-32.855152,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c79db056d08df299fe0aac955ac14504ebc04078361eeb4d7d97a480cc1d72ea
PRJ-HSP,P03,STRUCTURE,SYSTEMS,0.175089,0.155467,-27.745044,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d6eae152aad750a3c0ae812bdc48a3337c7f19bbda605c499a43215eca9cf048
PRJ-HSP,P03,SYSTEMS,FINISH,0.155467,0.175767,32.306994,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fcee8671c5c71450f8e034e750a60a5a89d680c4d2a2b98b991ec4f8bb11d35f
PRJ-HSP,P04,EARLY_WORK,STRUCTURE,0.184552,0.160872,-22.567575,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,06ad3ff5e91c7286f3d794e52e4819accb885282faf78b07213a20a8028258c9
PRJ-HSP,P04,STRUCTURE,SYSTEMS,0.160872,0.147066,-34.274662,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bcbaa151487e2d0729fe303a747fbf82c50824d81870d978e7fd31650a705271
PRJ-HSP,P04,SYSTEMS,FINISH,0.147066,0.190036,15.609722,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d278cd55e6660387e1cdd29f4ce3687add0646a6ade732dcb02479e2591a91e5
PRJ-HSP,P05,EARLY_WORK,STRUCTURE,0.230517,0.167542,-11.039066,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a4d5e803c2a689106f787d6a89fadb5a1f60feea7079490e51616fbba25967e8
PRJ-HSP,P05,STRUCTURE,SYSTEMS,0.167542,0.162518,-108.393876,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f104171b69fc1c837c1b94e6aa29c2c45e2d48bad4e4c831482773ae296e830a
PRJ-HSP,P05,SYSTEMS,FINISH,0.162518,0.174123,58.523491,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a7a8f57abcba525ce3190c7c4fae65318e7c0fc9f3776814a15c10812d0b15df
PRJ-HSP,P06,EARLY_WORK,STRUCTURE,0.211682,0.157563,-11.093478,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4537358bd7d0d36f2c406cf2fc158204e562fbf18af312608bc043f45cebdf49
PRJ-HSP,P06,STRUCTURE,SYSTEMS,0.157563,0.158161,833.607099,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3ea3448020c718250a627a3358f9ed6058cfd5616d65e1046832bf2c81a97306
PRJ-HSP,P06,SYSTEMS,FINISH,0.158161,0.198729,18.594756,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3f38651f429f74f8c677d57f1dec62a769f8aec55b9473160a77b61638678d65
PRJ-RAL,P01,EARLY_WORK,STRUCTURE,0.226295,0.177183,-14.695443,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0420bd7994fe6bd5cef527442648fb3e2e9a78e3415fb3c41adef67ef8c914ef
PRJ-RAL,P01,STRUCTURE,SYSTEMS,0.177183,0.143686,-15.200909,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,310f09d3890fbadbac23815ad9e296bd299c8f87640db4d2c01a1bb39d13f868
PRJ-RAL,P01,SYSTEMS,FINISH,0.143686,0.180756,16.815255,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8c88ee4e23ffddcb3716665a6e04ba1effc92ecf50ae286641f3b2392e183eb0
PRJ-RAL,P02,EARLY_WORK,STRUCTURE,0.227648,0.171586,-12.541482,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8c6921759ca58a2f2c0dc7695efdfeb3fdf924dd759e50ad68d004fe4c77e1ce
PRJ-RAL,P02,STRUCTURE,SYSTEMS,0.171586,0.164843,-83.892542,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b89000f1d5afc16ed5615cc7ee93528043811bd81690f8adf67fa0b130d8eb5f
PRJ-RAL,P02,SYSTEMS,FINISH,0.164843,0.20284,21.119204,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ec8fdbed44483bb1ab2fc73b072d57de1ef46c270f28a943b625641b92469de2
PRJ-RAL,P03,EARLY_WORK,STRUCTURE,0.211609,0.17021,-15.660612,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,80e8cd8c06fcbdfc747cb03a60a0e977221ec0300e3c824963585bd8c800d0e4
PRJ-RAL,P03,STRUCTURE,SYSTEMS,0.17021,0.126391,-9.819092,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,711fb062ed78eb7a853b4fb0adadc1328b2b1212e6ba53029627244552c851d6
PRJ-RAL,P03,SYSTEMS,FINISH,0.126391,0.182753,9.835749,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,33cbb0a78b3e8a2b344d21e69a425e865d2391c95e4e7c4aed0e860fab686631
PRJ-RAL,P04,EARLY_WORK,STRUCTURE,0.18801,0.173574,-40.689864,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aa870e46b4ac1c81933afc572cc5a4663addb7b98fef731afd13d9449f614ca9
PRJ-RAL,P04,STRUCTURE,SYSTEMS,0.173574,0.151017,-23.241666,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d3fc291d02ca0479b3f2d04d7967431a0014c058db211a555b87cc91ef1727d1
