decision_problem_id,critic_weights_json,critic_topsis_top_action_id,marcos_top_action_id,minimax_regret_action_id,minimax_regret_value,pareto_action_ids,lp_success,lp_objective_value,lp_solution_json,decision_sensitivity_change_rate,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-01,"{""EXPECTED_COST_DELTA_USD"": 0.250586, ""EXPECTED_DELAY_DAYS"": 0.223434, ""QUALITY_RISK"": 0.175846, ""RESIDUAL_RISK"": 0.18731, ""SAFETY_RISK"": 0.162823}",DP-01-A5,DP-01-A2,DP-01-A3,0.71801,DP-01-A2|DP-01-A3|DP-01-A4|DP-01-A5,True,-848000.0,"{""add_crew"": 1.0, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,682cdc8a1dd4bd5303dc8daa20f7af778be1083794f34ebadc9e7512430b0297
DP-02,"{""EXPECTED_COST_DELTA_USD"": 0.250825, ""EXPECTED_DELAY_DAYS"": 0.218976, ""QUALITY_RISK"": 0.177241, ""RESIDUAL_RISK"": 0.188273, ""SAFETY_RISK"": 0.164686}",DP-02-A5,DP-02-A4,DP-02-A3,0.827,DP-02-A1|DP-02-A2|DP-02-A3|DP-02-A4|DP-02-A5,True,-901000.0,"{""add_crew"": 1.0, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c1b69a03b8f5612ba9f3ec4474776baff21155cbdc4754d8b6c9a46296d218b2
DP-03,"{""EXPECTED_COST_DELTA_USD"": 0.250775, ""EXPECTED_DELAY_DAYS"": 0.216607, ""QUALITY_RISK"": 0.178833, ""RESIDUAL_RISK"": 0.188621, ""SAFETY_RISK"": 0.165164}",DP-03-A5,DP-03-A2,DP-03-A3,0.848,DP-03-A1|DP-03-A3|DP-03-A4|DP-03-A5,True,-954000.0,"{""add_crew"": 1.0, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7db198e410cc9e758f3ac21a536098e55fd8f25fa168f116c3abf7f0e130a47a
DP-04,"{""EXPECTED_COST_DELTA_USD"": 0.248342, ""EXPECTED_DELAY_DAYS"": 0.21865, ""QUALITY_RISK"": 0.179722, ""RESIDUAL_RISK"": 0.187606, ""SAFETY_RISK"": 0.16568}",DP-04-A5,DP-04-A4,DP-04-A3,0.938,DP-04-A1|DP-04-A2|DP-04-A3|DP-04-A4|DP-04-A5,True,-968406.25,"{""add_crew"": 0.796875, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ab9259628c2d53ac484bd5d0bb05f94dcee7c811985d4594151103d00deb2f7f
DP-05,"{""EXPECTED_COST_DELTA_USD"": 0.247943, ""EXPECTED_DELAY_DAYS"": 0.224941, ""QUALITY_RISK"": 0.176752, ""RESIDUAL_RISK"": 0.186509, ""SAFETY_RISK"": 0.163855}",DP-05-A5,DP-05-A1,DP-05-A3,1.037,DP-05-A1|DP-05-A2|DP-05-A3|DP-05-A4|DP-05-A5,True,-1060000.0,"{""add_crew"": 1.0, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e125a17d8509dd6723fbfaa0b0ffd205a948e52161f39f9c65929597b4d8ab89
DP-06,"{""EXPECTED_COST_DELTA_USD"": 0.250132, ""EXPECTED_DELAY_DAYS"": 0.22262, ""QUALITY_RISK"": 0.176244, ""RESIDUAL_RISK"": 0.186936, ""SAFETY_RISK"": 0.164069}",DP-06-A5,DP-06-A3,DP-06-A3,1.118,DP-06-A2|DP-06-A3|DP-06-A4|DP-06-A5,True,-1113000.0,"{""add_crew"": 1.0, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,745e1e9551a42f8cd98713b9a6f604ea6fed9b0f8af84ea207187bcfc11ffd8d
DP-07,"{""EXPECTED_COST_DELTA_USD"": 0.249566, ""EXPECTED_DELAY_DAYS"": 0.222666, ""QUALITY_RISK"": 0.176636, ""RESIDUAL_RISK"": 0.187014, ""SAFETY_RISK"": 0.164118}",DP-07-A5,DP-07-A1,DP-07-A3,1.208,DP-07-A1|DP-07-A2|DP-07-A3|DP-07-A4|DP-07-A5,True,-1166000.0,"{""add_crew"": 1.0, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b4a8e423d371a4b2dd9a79bccb731aa16bd4e38c2e8e067eed487feccb141104
DP-08,"{""EXPECTED_COST_DELTA_USD"": 0.252534, ""EXPECTED_DELAY_DAYS"": 0.224321, ""QUALITY_RISK"": 0.172822, ""RESIDUAL_RISK"": 0.187855, ""SAFETY_RISK"": 0.162467}",DP-08-A5,DP-08-A3,DP-08-A3,1.298,DP-08-A3|DP-08-A4|DP-08-A5,True,-1219000.0,"{""add_crew"": 1.0, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d0ed42447d65e5895500318bcc08ffa184d3974bf88b28949035ca7a8fefed06
DP-09,"{""EXPECTED_COST_DELTA_USD"": 0.249256, ""EXPECTED_DELAY_DAYS"": 0.224715, ""QUALITY_RISK"": 0.176469, ""RESIDUAL_RISK"": 0.1865, ""SAFETY_RISK"": 0.16306}",DP-09-A5,DP-09-A3,DP-09-A3,1.388,DP-09-A1|DP-09-A3|DP-09-A4|DP-09-A5,True,-1272000.0,"{""add_crew"": 1.0, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ac24ee6789685c10c960bd032a81a6556d861dd537ea5130689e65926ace7929
DP-10,"{""EXPECTED_COST_DELTA_USD"": 0.253921, ""EXPECTED_DELAY_DAYS"": 0.218871, ""QUALITY_RISK"": 0.17565, ""RESIDUAL_RISK"": 0.190008, ""SAFETY_RISK"": 0.161551}",DP-10-A5,DP-10-A3,DP-10-A3,1.478,DP-10-A1|DP-10-A3|DP-10-A4|DP-10-A5,True,-1274218.75,"{""add_crew"": 0.796875, ""expedite"": 1.0, ""overtime"": 1.0, ""resequence"": 1.0}",0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,49707453adbfebf0cf2e920304e37e9c3f877b7bc506807b6fa937a0ae5f362d
