decision_problem_id,action_id,scenario_id,loss_value,regret_value,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-01,DP-01-A0,DP-01-S0,2.95899,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fef99cc55ad232ecedd7bc85bd172ef6687a6e91729cf277aef0ff965b2442cb
DP-01,DP-01-A0,DP-01-S1,6.02493,1.001199,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0c881ef866f5ec5c8ccbf7f17ec6cc857db06f9a78ed40d42a0b80ab50929086
DP-01,DP-01-A0,DP-01-S2,7.199162,2.180302,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cc0abccef5a04c7f9f5f64d799b1df5eeb1bfcf1ebbdf9f667f2c5091f668629
DP-01,DP-01-A0,DP-01-S3,5.532953,0.991713,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cd75e9e95db525186d9e5666041bbf509dcb008aecb995a03e4a552e45b080c7
DP-01,DP-01-A0,DP-01-S4,8.970554,0.881748,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0126b58c8c6b22962c4237f96472da82b0ccba7b7a4a29dda2292619bc17e2a2
DP-01,DP-01-A1,DP-01-S0,4.39,1.43101,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9c846b7190f517728e7ff1199bb73a9347fd505ad94cd0f3e6d005da26bdfe6e
DP-01,DP-01-A1,DP-01-S1,5.52078,0.497049,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,549a1947a02cbf8067ed183ce4ee11b5f1711e5e71244ea00d6d41886bec9c90
DP-01,DP-01-A1,DP-01-S2,6.667102,1.648242,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,85ff42476922987063305afaf35f599249e7b25ca69118dbbb36fec9cb09a614
DP-01,DP-01-A1,DP-01-S3,5.572542,1.031302,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9bb7d83114bce7b8b22f63f50b38d732c38c38e4b5ec973c84b384ba7fbdd752
DP-01,DP-01-A1,DP-01-S4,9.116142,1.027336,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a2dd9f2cf111c9ac8d62c99b1f16ef65165275d49e65190c62aba106984dd4df
DP-01,DP-01-A2,DP-01-S0,4.791,1.83201,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c6740448ce156d9f5697220337e2b35f96799acf99a53d5cbaaddc162fd02341
DP-01,DP-01-A2,DP-01-S1,6.735992,1.712261,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1d10872760e912f5cb032178577b58b8efdf1c8b018ae8985d0a212169a7653f
DP-01,DP-01-A2,DP-01-S2,7.394038,2.375178,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b3d1f33a6cc7843882457dc8f99d5238b5217256f96d1b77aed3c4543ddf0990
DP-01,DP-01-A2,DP-01-S3,6.195693,1.654453,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,20c81f8025837cadef5fc2adc38383039ccac2dd957548e0088fa70b6ac06818
DP-01,DP-01-A2,DP-01-S4,9.632511,1.543706,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,886048c1de10f794e33f3eb4aa38d459df5bc31d7216ab07e0b783d6aacb7ff0
DP-01,DP-01-A3,DP-01-S0,3.677,0.71801,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ec0f6826f54186d809914543755a3b3d5031f3b94c87d4d2cf7adf9417927c36
DP-01,DP-01-A3,DP-01-S1,5.023731,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,39ae4037357fda2816142ce9c71cc8361e93840c28bdc9f003807e5b58772d80
DP-01,DP-01-A3,DP-01-S2,5.01886,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,647344d0d7fa47390c1096d481ec8658fd5cb36462166b182c8040ba5a98d1fe
DP-01,DP-01-A3,DP-01-S3,4.59024,0.049,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3106d0bfd17aace93a85788b178753a64d5268f68f0ed5829829f0ef7cad56ec
DP-01,DP-01-A3,DP-01-S4,8.088805,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B3-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f187c5bfc57aee0c36219e94c51efc99ce03763e07f28202f0e80c9adc65c329
