file,bytes,sha256,row_count,data_origin
AUDIT_RESOLUTION_v0.3.md,1302,757a45ef0828e2076cc00c355cf784cb1ef2e48206d91826f40d0cb968db8af5,,SYNTHETIC_RESEARCH_FIXTURE
BUILD_PROVENANCE.json,804,c835e64964fad8e4b5f5eaf3ccf2b3cea2135cafa10d7819711963019ff8438b,,SYNTHETIC_RESEARCH_FIXTURE
CLAUDE_CODE_HANDOFF_v0.3.md,699,99f126f9b6e27b56ebd4fdb027b93546d6c3a6f3e672a24a2c15aaaec6a0169b,,SYNTHETIC_RESEARCH_FIXTURE
README.md,746,3376c4e3e1145bd79584eba6936b159319597ed273bd7b6c72f10c2e73bcc1f3,,SYNTHETIC_RESEARCH_FIXTURE
VALIDATION_SUMMARY.md,109597,784b9c2f6623ab50dbbb9bb5ef56c44d75352a8542d1f05c9f2aa3524bded6f9,,SYNTHETIC_RESEARCH_FIXTURE
data_dictionary.csv,241069,078a98bced7b7344937d789fd121cd0ce9a429ef3760ccc776d5383306964de3,1436.0,SYNTHETIC_RESEARCH_FIXTURE
generators/base/Opus_Gubernatio_Synthetic_Programme_v0.1.zip,1033915,fe5806b831d4ab5a32c7beb249fc66eaedbe641fa87b87db8df01491f2ec2796,,SYNTHETIC_RESEARCH_FIXTURE
generators/build_opus_synthetic_programme_v0_2.py,63345,9e5479497c6824e68b4e01951341cc60065b7e85dc95f99b27300dc3ce3aaa98,,SYNTHETIC_RESEARCH_FIXTURE
generators/build_opus_synthetic_programme_v0_3.py,47707,4687a7609e8bf235addbc5673d1517a2a287b25112c502d3105403498f714241,,SYNTHETIC_RESEARCH_FIXTURE
generators/validate_synthetic_programme_v0_3.py,45081,3b3802a4236b122bea11281ef5677a8c915927f0f1295873dd1541a8aa67a608,,SYNTHETIC_RESEARCH_FIXTURE
generators/verify_synthetic_checksums_v0_3.py,1163,dc41ff34d2b120378927c962cf3cba44e394cb6cfb27b6d015d91366d43dff2b,,SYNTHETIC_RESEARCH_FIXTURE
module_asset_map.csv,14264,a2129f516be8724b7a3b2f3cbdaeea1b5a97c24ae5fda29e7fb1ff6e0105ae4f,41.0,SYNTHETIC_RESEARCH_FIXTURE
module_id_aliases.csv,9873,4110a104512105914a1b21acec9701d5f736cb939f095125034aa015f20fe7fb,41.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/PACKAGE_CHECKSUMS.sha256,5182,58d839d179cb7814ba457848ca95df4a1c40eb5cf8c21e96d4b65c90d7078630,,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/PACKAGE_MANIFEST.csv,5657,0134799823c0ee5232dc39b4ca019fe10a78719617801d348e8b7037635ccf07,57.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/README.md,693,eae10022792d43c50fbcf8523293299b17fa4b5c1a71227b05ef083547164baa,,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/abm_ground_truth.csv,1406,f2c99f970971b195b677a4996345fca8879daa593c66af4ceef3a06b1235da56,6.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/abm_rule_ground_truth.csv,2995,5648eb83c77a72914a4a32bc610a366a786ed04796c827f1289707a6259025ee,12.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/activity_weather_impacts.csv,16572,a11416f259da47ea144112bab536cd0bbb5b22fd63eadab73f8abf916125e375,72.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/agent_decision_rules.csv,1342,73419d92dc07d771732758908b78257e2d376abcab1c3e4c57dd291b994bbc7a,3.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/agent_state_history.csv,165272,67c51f22f2f1782600c794b685ee9e740813714e0f43e2f3c45315fc0c9b4590,576.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/agents.csv,12030,361ba746908553b864d4ea6cb52eeaa020894ba17c75bb1c2fb67656e8c72777,48.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/ccpm_buffer_sizing_inputs.csv,19142,6caec92889b933009a213bc6c9136da14e01690429c386498a3717a4fd773072,72.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/ccpm_buffers.csv,30805,bb9fb7ac66e1705bf3e2a2bad81391c14db671fcc2d3772602b06b84c57ca1f6,108.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/ccpm_chain_activities.csv,15468,23f74b0a0b45b0e16d1c561a3324261f04fe081f6a6b41a29c70f34c10711dee,72.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/ccpm_chains.csv,5065,4c829753a7c876f39a97db1f676abe244d21307d961d77c70fe94625e642569d,18.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/ccpm_ground_truth.csv,8084,eed1d5b9d45e631731bf5c7dda23741f1a7181aa237661d3601880b3627faaf8,36.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/claims.csv,9438,ecfd871d585448a21ab8f1836913ee45232d7fda596b86aa3dd151a02439c8ad,36.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/cost_correlations.csv,125516,403a36672322603e73e4454f3315fb8d535f812da68f067645a9c2984928829e,600.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/cost_elements.csv,18613,1693f54b29280c57f9f64c62c8ddd95e539c26d58e429a9322a05e9e6af437db,60.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/cost_risk_component_ground_truth.csv,32057,6b17d401a14a4ec57bf7e337d3737b373d7cb02eb568590a76eb56fa33380a9f,96.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/cost_risk_events.csv,10563,d5b7d3d5e970099d8b11ff8c7847dbdbbefdb7137278d47a7d2cd4062742a401,36.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/cost_risk_ground_truth.csv,5304,6e4906a4c2cbb29d538ac23554ccef01dd3475cba48e081262f26f9299d732b2,6.0,SYNTHETIC_RESEARCH_FIXTURE
package_A_project_structures/des_entities.csv,26007,daabeb1949d1d4c03fb8d99648abd3a787db3494357dcbd25474461fb99b18f2,120.0,SYNTHETIC_RESEARCH_FIXTURE
