decision_problem_id,action_id,scenario_id,loss_value,regret_value,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-01,DP-01-A0,DP-01-S0,2.95899,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b8202a749e33a96044549c3dce18a57fba1a56b24c8668405c27b9977c976e34
DP-01,DP-01-A0,DP-01-S1,6.02493,1.001199,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4cf4c07102d2ad830d395a10986bba151f4f36dd1f52ac20b925933966b819a4
DP-01,DP-01-A0,DP-01-S2,7.199162,2.180302,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,16ae2e4b74a5c4842a239293f619db384f5fe31d4e2e0952e48b0c7fda867d1a
DP-01,DP-01-A0,DP-01-S3,5.532953,0.991713,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c9d688458289fd2d23d1c0bd2fd03c534b6e994a91d633e15c41dfe0a304b9a6
DP-01,DP-01-A0,DP-01-S4,8.970554,0.881748,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,07af648468180c27791d5106877fee60d229e86994446dda0157183a173d6a0b
DP-01,DP-01-A1,DP-01-S0,4.39,1.43101,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9ff282f358ec2a6de6937479172ef546a39eaf0a9235a418d56e83690a8d8dd4
DP-01,DP-01-A1,DP-01-S1,5.52078,0.497049,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,17a9f4a1c9d2a140aed13cf2db8e0fcb63b5a8a6376972ce12ce13905636fa27
DP-01,DP-01-A1,DP-01-S2,6.667102,1.648242,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bb75773d3ebf4e1dc043eda7cf6ee4fea4e52996cb00925f023a422030770e7a
DP-01,DP-01-A1,DP-01-S3,5.572542,1.031302,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2e8a11f633d1462ba5079b68f150af59efae35ee0a38abb669b62347c3c528fe
DP-01,DP-01-A1,DP-01-S4,9.116142,1.027336,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a380a724b354fd5babf89eed463782047ce7f73e6416ff1f47f3df1b6974bf67
DP-01,DP-01-A2,DP-01-S0,4.791,1.83201,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9ec18b3afa25700775f61f91fbc222e7024b80d911e03ac38a0464af4d64643f
DP-01,DP-01-A2,DP-01-S1,6.735992,1.712261,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6616021294319b7c42adcfdbf50e465963da2300d5f47dc3054664e1a62251c7
DP-01,DP-01-A2,DP-01-S2,7.394038,2.375178,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,abb0b16b817d097a0b3d2547e435732de3c3c494dc87893677e481e09be7e5ef
DP-01,DP-01-A2,DP-01-S3,6.195693,1.654453,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b1e18cbc506fba6ff5a3180d7ffcdb9eeee3ba126dac5b9d341304bb0cb1d8e7
DP-01,DP-01-A2,DP-01-S4,9.632511,1.543706,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2412c6ff9f8de22eedd743395352fc566cddcd07af372f60f87db409d0fe90d2
DP-01,DP-01-A3,DP-01-S0,3.677,0.71801,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d4e6cb394a0a50fb1ea628af4bfb9f17028e0b0a1c750749d7927a6d9b48e7a8
DP-01,DP-01-A3,DP-01-S1,5.023731,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cfb13dad5b256bf362c346bccc71d0e403f21ec67a45757abb9dc8fd48e61f01
DP-01,DP-01-A3,DP-01-S2,5.01886,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,95b43dabb396ad7f1177b4d16dbba43560a71b444f58a1a8959c352b81e25943
DP-01,DP-01-A3,DP-01-S3,4.59024,0.049,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4f0c8f9d729fb81b97dafd75761840f808e856eee584f1c5f58b860973d59826
DP-01,DP-01-A3,DP-01-S4,8.088805,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7648fad66771fdbdf89aab1fb58bf67c88fc6fd4c0cf9ce13fb41f3746de9cd3
DP-01,DP-01-A4,DP-01-S0,3.628,0.66901,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8a94a11e285f3271d893305e81f10b0530e4a5792fb38d7f94210cfdf20105a2
DP-01,DP-01-A4,DP-01-S1,5.917346,0.893615,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f6be11ce2967bbc9d2355a107c2e7364d132d095e6d77717d14d0ab84859849a
DP-01,DP-01-A4,DP-01-S2,6.615875,1.597015,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ff93cb3bfe1dca032c92ec7037dea62355011a179fbb05dd65fd87cbf2c73399
DP-01,DP-01-A4,DP-01-S3,4.54124,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,06508f7146e7350fd2b42fbdc4fd43c216fa73a28778d4cd46d623c0bc10317c
DP-01,DP-01-A4,DP-01-S4,8.578368,0.489563,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2ca66166fb464b9ad77f7201a033a6bc20c5d8033faa5cb6cc6847d5aae54689
DP-01,DP-01-A5,DP-01-S0,3.009,0.05001,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4e5ffb24ce55293c9eed1ec1473d354543f0e6a2cedf63f8bc80b0edc4b84910
DP-01,DP-01-A5,DP-01-S1,5.718168,0.694437,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8e58d9c478644455437ef3eac70a300594fcfe60aae0ffb3e5bd7f3d52f43eaf
DP-01,DP-01-A5,DP-01-S2,6.719164,1.700304,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,522fdb09585697e683cfa60fdad9cb24b4cac69708c00cbbd606e08a37a5a4c0
DP-01,DP-01-A5,DP-01-S3,5.380123,0.838883,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,30a35fcaba39af5de28bc0cf81a554519d5c4efb862f58be09e1405afa843961
DP-01,DP-01-A5,DP-01-S4,8.557894,0.469089,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,468ff4dd5a8244c7d849868d29244bb56feb6988d7db9956b09252cb3364ad47
DP-02,DP-02-A0,DP-02-S0,2.92,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f195ceb6f34e7affbd9d7bdc0b52a9d8387599601fb26b0f1636f358230019df
DP-02,DP-02-A0,DP-02-S1,6.297666,1.090992,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,101589640f018f11b643c0c87e447206db00de6e597d72a99a854d7f61267a7d
DP-02,DP-02-A0,DP-02-S2,7.380309,2.214749,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,be775d37ca2b1478d82f0fff4a4b2b1eaca475af694890b9a1cc96034e74f51a
DP-02,DP-02-A0,DP-02-S3,5.668941,0.954258,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3798d0d9d94321749816afd075a094826a8223d87be139304ae0ed02fe9cc36b
DP-02,DP-02-A0,DP-02-S4,9.723778,0.930146,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,53b793c9af7d475ec3f12b1e29feed4130aeb7b13aa2bb73fa751500374f5c66
DP-02,DP-02-A1,DP-02-S0,4.47,1.55,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fffcabc74e7412a4ba31a94e1c38addfc0b4cd41c88c38328d83b944c599ffc4
DP-02,DP-02-A1,DP-02-S1,5.66588,0.459206,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,31c353d2508b3de30052444b7a28a00d29fdb8a9191a87c30f56760bd2c3228d
DP-02,DP-02-A1,DP-02-S2,6.708051,1.542491,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,17eb8bee95dc3c77a09fbc35e007e079244284e76014e103d96dc2f41144cfed
DP-02,DP-02-A1,DP-02-S3,5.442552,0.727868,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,53b3e40ff9a404921792b3b6545ea6b39b2904e29b46bd3aeb31151b19ed8ac1
DP-02,DP-02-A1,DP-02-S4,9.56593,0.772299,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,75809d2a8331371ddcb2d378a19a1219882817114327450db9a3b64bac92959f
DP-02,DP-02-A2,DP-02-S0,4.846,1.926,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,05d01cff43ab6cce703992ea49a651751cc22798e4fb3db605dacaf8798a622c
DP-02,DP-02-A2,DP-02-S1,6.892496,1.685822,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6304001910b1d6ef77054e59b180587d65f3a028e9524be93fdf51d17dbf7b7a
DP-02,DP-02-A2,DP-02-S2,8.04851,2.88295,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,94f76dc78a1bdb98f2f2a78fd85f2f732a2ca370abad02f69cd5a7e32fa36378
DP-02,DP-02-A2,DP-02-S3,6.293741,1.579058,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B3-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cee4b50b409db72d23083789b40bb23ec641acd6c44538a788000e8d29f09727
