reference_project_id,known_anomaly_label,anomaly_reason,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0001,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6673eac0dfb357ab08f0c403e728a5604cb40ad44a7f4d53dc930d2c7d0d5f21
REF-0002,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a9f486760d368a9367c2bfb9c42b8b3b1215b71f3ffa0817fb2c9450d761a04e
REF-0003,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,adcd9760cf08dd5ab6d428990276953b864c418b77f69b24d7f914b88c06fe46
REF-0004,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9ac6850b2881971a83a770d58f2a23e5396dd7b57dd831b8a7df8dc79ea1c998
REF-0005,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2627cfcbb7e1b64044e7d53004fbff6291665565003662e0f839bfa2e088dee4
REF-0006,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1452eab35b32cb764b1b26db1c82a59de364cb9baf31e03a0a164ff60b23b710
REF-0007,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,41e45d62a2a6cbbcfcf6669d5add87df0956ea36f7014d95fb6862f2ccf26dc0
REF-0008,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b69529b3d5a8d010d7537736429dd88560b778b69eb42c6b0ec04d24f49e5c8a
REF-0009,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7f978fa27b3563834129978de68327f9823b610f0ede8151b4e7931ea251c4db
REF-0010,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ef9221b640d4a325729e339ab4af8b44876f735327a69dfc108c364d4d60e334
REF-0011,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,40749d4c9e337de5f451a7b6300c1f5cdb11e885f3463b5368c5d50ff69032b6
REF-0012,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f3db9f120c0f483de4555a3a32448278739f0440ec3fb6648e41da57dca3887d
REF-0013,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8c86cb1672a2bc277339e5c03ae83cd0f83213f3ea6ea38aae1d47eeb3c50e5e
REF-0014,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,157962467c03ec4e98d782976eac1bb088efa94975410f72b1c40b91921a1371
REF-0015,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ae6cbb77cecc0795d2b41e63fea1918daf71fca066fcea3ec7f6f1853223a7e0
REF-0016,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,926e0773152cbe96ffe95feb55b739d1bc44756f8f6dc0c721cab63c2acf6dfc
REF-0017,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cce7adede8bd74231157525f932a2f2b5d17adfb1f83587944cde97df7823770
REF-0018,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,93e8d0e8ecac417f9937652a203271aab6692ab2158eda28e402c87fbf0747e7
REF-0019,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7c789590d4565342cdc3f1fea691e31c6659d5a76328028f5e29495647588731
REF-0020,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7b27df6a89ba40c98aa4c5bf447e98e344298e6e4ab9716dded74b09eaf8487d
REF-0021,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ef718955d93a24d7e50b2e46c4d1031d8c18f6ff0b82bf8ad40450dfdfad67c5
REF-0022,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,db7f449a4638c9c4de87008f3fc24aa75cef81457a360a5a44bdb682c9dd65f0
REF-0023,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,018eb231e5dec7f5dfd3239f7831a601d04dbe6a91cd14d589752aa3fff6f912
REF-0024,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,15460720ba5a417df62fa1bbb7217e720cd5b3d2497d0772b054420d0f043dd9
REF-0025,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c55a547bf72507e33bb24bb6d23ac48504ed8b2d3b5b7950fb4a649c3ec63d84
REF-0026,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,42ea901fc4b4343ba89cfee67d689b54ab95855fbb1c9903eab6143b5d907ad5
REF-0027,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5af0aea1ee45fa57fc79b1c8a6f476cc8b8f9cb9eb9d8a3073c59ab6c7ab5f88
REF-0028,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,23d038ea0e36cd03b8d6cb3135fa724df5a12fce22719c8797cb0787b35d8924
REF-0029,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dad8648ea7b40f66be11cee211b82603b7abe777832ad19bc7246008b899deae
REF-0030,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,109c61a2a7e2e916328a886f80358eae008d6c22f76a3df01d45e15ca20ab2f5
REF-0031,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dc5b1b164d93412c0d1f3989586950cfab9902cbe92a8216bfade48633662145
REF-0032,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b998eec1da4abd9741f65f1c68a4805d5a1791b7e12b4e4b4ea100dabac49cbe
REF-0033,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d66cb9e5dfdf11292d63d7f15a745789076b66f99c3ca7e4ebcaa94c8a62ebf5
REF-0034,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f0c65fa74d090628fa4e27428fe30aeee989292e518286ded8cc495cd1bb3ea5
REF-0035,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,69c5b42fb73bef6e666e7d6d76feacfd3d9f21f1eba5988f9c8de92ceb3cfa17
REF-0036,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,38f3de93e03c3bdb10963aa43a222f6e3f40ddd5f4db9360d4f6b7e332012f2d
REF-0037,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,96cd35bf163d160ded9907c61cb10d2cdc6683d786b214f8a97054128ea97eb3
REF-0038,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,109acb8c3a4278683906cb4e75d16c675799efdcc8b6e4f9911db6405a626168
REF-0039,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,17e90d17a9764b999b1146f0623def58326e4c84433adfcd195390e8089d7312
REF-0040,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f3c59a402d54042cb53241e843232ca5d4f646005deafb50d2169cb87ce763cb
REF-0041,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f5863e7180b2f0a22daa121c7e92606221b4ff5a5a0554ac35c7d2f5103f3026
REF-0042,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f3722a1246ffe25fb4814b4cb64a208041c54df363efc0693bef04e4cc282cab
REF-0043,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,daeb72b0a10833ef08d92f2a70696ad4de9fe89330bc2e24f52fe8f49b2dc833
REF-0044,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,40da7af4615a3d7f05781fc140965ff0b219ed386682c35b2ec8ef40864d7f61
REF-0045,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b4035510901f9a5e43a9b26daedd81ceea1c6828e4de13dc1d1bf64100502d28
REF-0046,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0cad0ecedf1a205d797af29af2629b1e7138a37371f7f745eaf23caa080e0639
REF-0047,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cebc721c9a5bd348333ef763c0d52bf0b44a6179f72aeb609799d4355c490084
REF-0048,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e563864d615217bb6ce4c413d09f2c784c1c3fd58090e30f5411c448c602c7dc
REF-0049,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c34e0d632377cb4061badd96e039bce291f6ba65416931ad0fcfb123c9b6c167
REF-0050,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3d8d409a6153d2deac1d1e8d6fa83e5c742079bce935cc8d56be064457580ea6
REF-0051,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,31a50ef2b5268855e6c870742c4025726d849952d357d0e31fa6515ffb6908b0
REF-0052,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,445d42be043a214e2ccc700165007d243e9ebbf191343b3fca924eaeb58d2b33
REF-0053,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,bf1c3f52118e2dcfabed9adc376fc68e727abd2a7fefaa7fc369353959859b6c
REF-0054,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,545f4a6110f6535663c145bfad807744103c1fe1ca897f34ab4d0a9171836b23
REF-0055,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6d55814e4bdd2331169e3704d40b594a15981218a16cc2e6c68c2aedbd903239
REF-0056,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,321274f227da5c0a53b877c3816b683edd43655e5820b482e4e7bb889dd72f50
REF-0057,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b832e31d96c03e4a7cf8e3591fac587c6c46fea702ce000aac1d6af3052a8e3e
REF-0058,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,583f28b1eb1f5b36287f615d1f916476281e804b83f219c45449ffc8d91c6a55
REF-0059,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6e527d07527fd177ae9edb5ce106ee4c82371efcfe02f47cfd46ff02cb2d60dd
REF-0060,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,eaa10275785163e8470ea9204d68b5f2357c1afc48898d70ab71b8a7564a74fd
REF-0061,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0055ea614bd94e09d12ab8d9b657349dda022ba853825ba383bb964e2cbad489
REF-0062,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ffbf78bd8123a35cbcf4177ec260b5edbb27845d4c64cf54df16f9f3b3c8d441
REF-0063,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,faaee1d9f1a4c66aecd7fe2a55aba9fcb239f2f4d4719253ecb88cc379f917db
REF-0064,True,INJECTED_EXTREME_OVERRUN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c95a4e368f033f3ea72d3f49219c4266fe2a3e124abafa728c2f59845d4bf412
REF-0065,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2c7b5e6c190a9d2fb95c195851688f1c337b8c18d86d3d24648d1d78fbf159d8
REF-0066,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,384b92f609bf039c769284c84a3b6d0eef53e6aaaec7b9ebe1bc01873287804d
REF-0067,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,40059d730c42b647f906275f0eec92ff816012f43855624b11ab06a704732959
REF-0068,False,NONE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B1-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5a3cde0f702cb4d9af0357091a41d7577b554edbc947b887efc7b275c858e88f
