label,element_class,element_type,element_name,shape,rendered_fill_or_stroke,rendered_stroke,rendered_opacity,filter,state_or_class,allowed_on_empty_project,verdict
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line,yes,PASS
baseline,edge,(unnamed),->,path,,,0.12,,lnf-a-line lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#9aa2ae,,0.16,,lnf-static,yes,PASS
baseline,edge,(unnamed),->,path,#b81420,,0.14,,lnf-static,no,FAIL
