path_in_checksum_file,expected_sha256,computed_sha256,result,note
README.md,91c1a44607a0e27c6dbfe78d4a5c7cbb30cafb9cc52d9e7806d229f310a9d4c1,91c1a44607a0e27c6dbfe78d4a5c7cbb30cafb9cc52d9e7806d229f310a9d4c1,MATCH,
VALIDATION_SUMMARY.md,bb263dda6449e4fbca2ea2a10d34e43ee31106d09dba4d74779d32e0ecc039ee,bb263dda6449e4fbca2ea2a10d34e43ee31106d09dba4d74779d32e0ecc039ee,MATCH,
data_dictionary.csv,6247e783edb483c15d29c6937f282bf187d17f75bb351b8641c09fd29dd25f18,6247e783edb483c15d29c6937f282bf187d17f75bb351b8641c09fd29dd25f18,MATCH,
generators/generate_opus_synthetic_programme.py,758e213347b5bad32b4e1c73c89b227c22b66d48fd2d4ae410a69c693248757f,,MISSING,not supplied with the three package archives
module_asset_map.csv,8b714e770cd0f7a5c3a6e267adcc36761529e37ed86fe5ead3916c270dfa1946,,MISSING,not supplied with the three package archives
package_A_project_structures/README.md,f8b2380671767860e6f000a08089cbf26503727a7d1fe6d702f3cf092c476f57,f8b2380671767860e6f000a08089cbf26503727a7d1fe6d702f3cf092c476f57,MATCH,
package_A_project_structures/abm_ground_truth.csv,e41b9d828509296a02edeadee39cba2d8ae7b755b002619d2eee7c339328ad09,e41b9d828509296a02edeadee39cba2d8ae7b755b002619d2eee7c339328ad09,MATCH,
package_A_project_structures/activity_weather_impacts.csv,cf428715738c67557e9f36562ab96ae72a279e9eed543a70d6e10d714aa13b69,cf428715738c67557e9f36562ab96ae72a279e9eed543a70d6e10d714aa13b69,MATCH,
package_A_project_structures/agent_state_history.csv,5b700514145c8e6f40b250a8704f5b056b03e7e57810498dcfcf17a7cf45c9cf,5b700514145c8e6f40b250a8704f5b056b03e7e57810498dcfcf17a7cf45c9cf,MATCH,
package_A_project_structures/agents.csv,3e1e7f9feaf9fcedf2c7c48b110765243fbd71b05681f59df0d780d67853a78d,3e1e7f9feaf9fcedf2c7c48b110765243fbd71b05681f59df0d780d67853a78d,MATCH,
package_A_project_structures/ccpm_buffers.csv,00111c21d1c78a7c1b655c97c0711e33fd1b04dbf358e8e568b376a4b0bac9d6,00111c21d1c78a7c1b655c97c0711e33fd1b04dbf358e8e568b376a4b0bac9d6,MATCH,
package_A_project_structures/ccpm_ground_truth.csv,38079d5d062184211ca7b271e6d5821105ddf6e17feefdd12800481db4abd9be,38079d5d062184211ca7b271e6d5821105ddf6e17feefdd12800481db4abd9be,MATCH,
package_A_project_structures/claims.csv,ced826d76fcf1e5b2493b4a060a4b131666c2b06ba5e91d755639923ff4ecfbc,ced826d76fcf1e5b2493b4a060a4b131666c2b06ba5e91d755639923ff4ecfbc,MATCH,
package_A_project_structures/cost_correlations.csv,3993264d50e97a688baef0fc6da05215fe680524aaebdd2ad8af9ddd3fea9f69,3993264d50e97a688baef0fc6da05215fe680524aaebdd2ad8af9ddd3fea9f69,MATCH,
package_A_project_structures/cost_elements.csv,8369bb07e26c3eb79a5bdf2743c9b9d1e4d4ffdf9abc559ca332bf3e53f63fb7,8369bb07e26c3eb79a5bdf2743c9b9d1e4d4ffdf9abc559ca332bf3e53f63fb7,MATCH,
package_A_project_structures/cost_risk_events.csv,105a47ee8dffc05e38d2b204d5eda063988258b33bd717342ec1f0e9cd825316,105a47ee8dffc05e38d2b204d5eda063988258b33bd717342ec1f0e9cd825316,MATCH,
package_A_project_structures/cost_risk_ground_truth.csv,a732037abc1703cc4ad8bbd37581540cd10a6204fd3490150befd1a9decd28e2,a732037abc1703cc4ad8bbd37581540cd10a6204fd3490150befd1a9decd28e2,MATCH,
package_A_project_structures/des_entities.csv,776cd657ee892a65bbe2bdc0d6b5e7e2d10555c6a70534e8551f8d1e114e63cd,776cd657ee892a65bbe2bdc0d6b5e7e2d10555c6a70534e8551f8d1e114e63cd,MATCH,
package_A_project_structures/des_events.csv,a73c44a871e1cfc6039726b2c99bf1f9af6ef21e4d0bdff37bb039ceddda1bf6,a73c44a871e1cfc6039726b2c99bf1f9af6ef21e4d0bdff37bb039ceddda1bf6,MATCH,
package_A_project_structures/des_ground_truth.csv,470f0dc156736a0be29b371c33f27eae48374edc37349f247545202d3bb7cd90,470f0dc156736a0be29b371c33f27eae48374edc37349f247545202d3bb7cd90,MATCH,
package_A_project_structures/dispute_events.csv,ac65e0579dc50383e8ff3021af668e74b2343605c06f6de28d55a7579e695723,ac65e0579dc50383e8ff3021af668e74b2343605c06f6de28d55a7579e695723,MATCH,
package_A_project_structures/dispute_ground_truth.csv,12a168761eb3c07d3271869a50c4d24f261568342bad2f7a8dab65e943fc73d0,12a168761eb3c07d3271869a50c4d24f261568342bad2f7a8dab65e943fc73d0,MATCH,
package_A_project_structures/dsm_edges.csv,9bc32bb7f18b0ea521cf0867cc87be76553ca384e88fcec4f8e2ba15b5a6e5be,9bc32bb7f18b0ea521cf0867cc87be76553ca384e88fcec4f8e2ba15b5a6e5be,MATCH,
package_A_project_structures/dsm_ground_truth.csv,6d84ff26b00238acf592302832a4e4c82d6cc3d6d2c7a0f8101b48868389fd2e,6d84ff26b00238acf592302832a4e4c82d6cc3d6d2c7a0f8101b48868389fd2e,MATCH,
package_A_project_structures/dsm_nodes.csv,8d0bb861c647c444bd13531e167059a42ab11f6790b7ae990d85dc9542ffc995,8d0bb861c647c444bd13531e167059a42ab11f6790b7ae990d85dc9542ffc995,MATCH,
package_A_project_structures/lob_ground_truth.csv,f930db0af8e8bd1b418157e1c753bad07170cad3a4445772983020da8b1a6a99,f930db0af8e8bd1b418157e1c753bad07170cad3a4445772983020da8b1a6a99,MATCH,
package_A_project_structures/lob_work_packages.csv,6ed945c2e8fbbd9692648c95fc9286f7789ba613e3c8a1b2bf5d0db087a4fb05,6ed945c2e8fbbd9692648c95fc9286f7789ba613e3c8a1b2bf5d0db087a4fb05,MATCH,
package_A_project_structures/projects.csv,d6561cbd33cd3a260a046d6ae0affbd690a37c55f0667d2dce29f03eb5ae89cd,d6561cbd33cd3a260a046d6ae0affbd690a37c55f0667d2dce29f03eb5ae89cd,MATCH,
package_A_project_structures/queue_events.csv,1b7bfb4956eace16dea8074ec12f72edf8d213afb83a7390acae9db71f5a6957,1b7bfb4956eace16dea8074ec12f72edf8d213afb83a7390acae9db71f5a6957,MATCH,
package_A_project_structures/queue_ground_truth.csv,9b6ef69f1010eca6c67dd8ff15c61bdcef6edbe0aaf91dd1368cb4125f57c7f8,9b6ef69f1010eca6c67dd8ff15c61bdcef6edbe0aaf91dd1368cb4125f57c7f8,MATCH,
package_A_project_structures/reporting_periods.csv,18a3f9088e6c578fad866f145c4ec537910de92aa236dbb224533b19d989e389,18a3f9088e6c578fad866f145c4ec537910de92aa236dbb224533b19d989e389,MATCH,
package_A_project_structures/schedule_activities.csv,ebbf4d0c8fd4d787cb6069e5984bfd358724195fb6f1b287dbdc0fa3cc72ef9e,ebbf4d0c8fd4d787cb6069e5984bfd358724195fb6f1b287dbdc0fa3cc72ef9e,MATCH,
package_A_project_structures/schedule_dependencies.csv,1d584963001f334694efd329be6d0da65b5f34d590407b66672add58ad1760a6,1d584963001f334694efd329be6d0da65b5f34d590407b66672add58ad1760a6,MATCH,
package_A_project_structures/schedule_ground_truth.csv,d21687c39a90176b7f062ee7dc9e6040d1b363efc2dceaa952beca37531c231c,d21687c39a90176b7f062ee7dc9e6040d1b363efc2dceaa952beca37531c231c,MATCH,
package_A_project_structures/schedule_status.csv,0e552b880b9816b3afa3539ae286f9a2c7745675493c21c43fe58f9da1f1e9c5,0e552b880b9816b3afa3539ae286f9a2c7745675493c21c43fe58f9da1f1e9c5,MATCH,
package_A_project_structures/specification_conflicts.csv,876131539e2b90696c573d4ae393c1d75492f9ba7fa40362092e69c86b5c289d,876131539e2b90696c573d4ae393c1d75492f9ba7fa40362092e69c86b5c289d,MATCH,
package_A_project_structures/specification_exposure.csv,e72f4d69ecdf4c5940829a668b0da9c512579ba4a3c5d79c11389db959531415,e72f4d69ecdf4c5940829a668b0da9c512579ba4a3c5d79c11389db959531415,MATCH,
