module_id,module_name,category,basis_class,operational_activation,voting_status,primary_method_source,canonical_structure_required,canonical_structure_present,implementation_verified,known_answer_pass,boundary_pass,missingness_pass,invariant_pass,stochastic_diagnostics_pass,reproducibility_pass,parameter_provenance_status,calibration_status,threshold_status,empirical_validation_status,regulatory_snapshot,cat9_qualification_status,lineage_status,scientific_disposition,production_change_made,finding_summary,required_next_action,test_names,evidence_paths
2.1,PERT Network Criticality,2,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 11 section 2.1; Dodin and Elmaghraby (1985) criticality indices,yes,no,n/a,yes,yes,yes,yes,n/a,n/a,n/a,n/a,n/a,NOT_DONE,n/a,NO_RAW_INPUT_CONSUMED,NO_EVIDENCE_EMITTED,CORRECT_ABSTENTION,no,"The canonical method needs an activity network with precedence logic and three-point durations, and the corpus carries no such object. The module abstains on every input shape tested, including a complete earned-value vector, and names the activity network as what is missing. The former literal three-activity network was removed rather than gated, so no criticality index is published from stand-in durations. The oracle reproduced the specification's own network independently and confirms what the method would require. Abstention is the scientifically correct result here, not a failure.",Build the activity network corpus if project-specific criticality is wanted. Until then this module correctly reports nothing.,"known-answer: the classical PERT activity mean; known-answer: the classical PERT activity variance; known-answer: the specification's network makes A and C critical and not B; boundary: abstains on empty input; boundary: abstains on a full EVM vector but no network; boundary: abstains on a schedule index alone; criticality is not reported from durations that are this file's literals rather than the project's network; missingness: the abstention says the activity network is what is missing; invariant: no project-level input changes the outcome while the structure is absent, so nothing about the project can move a band that has no basis",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
2.2,Line of Balance,2,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,"Specification 11 section 2.2; Arditi, Tokdemir and Suh (2001, 2002)",yes,conditional,yes,yes,yes,yes,yes,n/a,yes,n/a,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,OWN_STRUCTURE_ONLY,THRESHOLD_CALIBRATION_BLOCKED,no,"The separation between the leading and following production lines is computed from the structure's own locations, production rates and starts, and reproduces an independent calculation of the same quantity. Crew continuity, the location sequence and the offsets are preserved, the interference case is located at the correct location, and slowing the following line widens the separation as it must. Where no repetitive structure exists the module abstains, which specification 2.2 states is correct. What has no basis is the banding: the boundaries at one and a half and three days are the module's own, and the specification supplies no universal line-of-balance threshold.","Source or calibrate the minimum separation boundaries, or convert them to a declared owner policy. The measurement itself needs no change.","known-answer: the specification's planned production slope; known-answer: the specification's actual production slope, deteriorated; invariant: the actual line is slower than the planned line, which is the direction of deterioration the specification requires be provable; known-answer: the minimum crew separation, from the two production lines; known-answer: the interference is located at the last location; the production rates reported are the structure's own rates, not literals of the module; metamorphic: slowing the following line widens the minimum separation; boundary: a production rate of zero is refused, since a line of work cannot advance at it; boundary: a negative production rate is refused; with no repetitive location and production-line structure the module abstains, which specification 2.2 states is the correct result; missingness: the leading and following lines must both be named",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
2.3,CCPM Buffer Health,2,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 11 section 2.3; critical chain buffer management,yes,conditional,yes,yes,yes,yes,yes,n/a,yes,n/a,NOT_CALIBRATED,OWNER_POLICY,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,OWN_STRUCTURE_ONLY,METHOD_PASS_CALIBRATION_PENDING,no,"Buffer penetration is consumed over original buffer, read off a sized project buffer and a real critical chain, and matches the specification's worked forty per cent exactly. It is monotone in the buffer remaining and exact at both endpoints. Inferring buffer consumption from the schedule index or percent complete is refused, which is what specification 2.3 forbids. The fever-chart zones move with chain completion rather than being fixed constants, which is the recognised fever-chart convention, but it is a management convention and not a mathematical property of the method.",Record the fever-chart zone rule as a versioned owner policy so it is not read as a literature-derived constant.,"known-answer: the specification's ten day buffer with six remaining; known-answer: production reports the same forty per cent penetration; known-answer: chain completion is the chain's own progress; buffer consumption is read off a sized project buffer rather than inferred from the schedule index or percent complete, which specification 2.3 forbids; invariant: an untouched buffer is nought per cent penetrated; invariant: a fully consumed buffer is one hundred per cent penetrated; invariant: penetration is strictly decreasing in the buffer that remains; boundary: a buffer sized at zero days has no share to be consumed; invalid input: more days remaining than the buffer was sized for is refused; invalid input: chain progress outside nought to one is refused; missingness: a chain with no sized project buffer is refused; threshold: the fever chart zones move with chain completion rather than being fixed constants, so they are a management convention and not a mathematical property of the method",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
2.4,Schedule Compression Index,2,D. PCEIF_CUSTOM_TRANSPARENT_INDICATOR,ADVISORY_ONLY,non-voting,"Specification 11 section 2.4, which declines to define the metric",no,n/a,yes,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,DERIVED_FROM_SPI,OWNER_DECISION_REQUIRED,no,"The declared ratio is arithmetically sound: it is scale invariant under the baseline duration, monotone in schedule performance, exactly one at a project on plan, and it refuses a zero or negative index, a finished project and a reversed baseline. But it reduces exactly to one over the schedule performance index at every value tested, so it carries no information that signal does not already carry, and no governed required completion date is an input, so nothing is being compressed against anything. Specification 2.4 states that where the registry does not define the exact metric the disposition is an owner decision, and it forbids this run from substituting its own example form.","OWNER DECISION. Define the metric: either against a governed required completion date, or retire it as a restatement of the schedule performance index.","structure: the declared ratio is required over available duration; invariant: the ratio is invariant under scaling the baseline duration; invariant: the ratio increases as schedule performance falls; boundary: a project exactly on plan needs no compression; boundary: a schedule index of zero gives no rate for remaining work and is refused rather than raising; boundary: a negative schedule index is refused; boundary: a finished project has no remaining duration to compress and is not applicable rather than comfortable; invalid input: a baseline finish before its start is refused; missingness: the baseline dates are required, not defaulted; the module measures compression against a governed required completion date rather than against the rate implied by past performance; the compression ratio carries information the schedule performance index does not",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
2.5,Float Consumption Rate,2,C. LITERATURE_SUPPORTED_ADAPTATION,ADVISORY_ONLY,non-voting,Specification 11 section 2.5; Al-Gahtani (2009) float allocation,yes,conditional,yes,yes,yes,yes,yes,n/a,yes,n/a,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_PROGRESS_INPUT,THRESHOLD_CALIBRATION_BLOCKED,no,"The consumption fraction is consumed over total float and matches the specification's sixty per cent exactly. Float consumed below zero is refused rather than handing float back to the project, no positive total float abstains, and float is never fabricated from percent complete. The quantity the bands actually read is not that fraction but the fraction divided by progress, a progress-normalised stress measure which is a legitimate transparent derivation but a different quantity, and its four boundaries have no source. Note honestly that total float requires a schedule network the corpus does not hold, so this module is expected to abstain in practice.","Source or calibrate the stress boundaries, and name the banded quantity as the progress-normalised stress rather than the consumption rate.","known-answer: the specification's five day baseline float, two remaining; known-answer: total float from the network passes, TF = LS - ES; known-answer: production reports the same sixty per cent consumed; invariant: consumption rises monotonically with float consumed; boundary: no float consumed is nought per cent; invalid input: float consumed below zero is not a quantity of float that can have been consumed and is refused rather than handing float back; boundary: no positive total float leaves no denominator; float consumption is not compared against a completion figure nobody reported; float is taken from a schedule update rather than fabricated from percent complete, which specification 2.5 forbids; structure: the banded quantity is the consumption fraction normalised by progress, a separate derived measure from the canonical fraction",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
2.6,S-Curve Deviation,2,C. LITERATURE_SUPPORTED_ADAPTATION,ADVISORY_ONLY,non-voting,"Specification 11 section 2.6; Barraza, Back and Mata (2000)",yes,partial,yes,yes,yes,yes,yes,n/a,yes,n/a,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_INPUT_VECTOR,CORRECT_PROXY_ONLY,no,"The specification's point deviation, actual cumulative less planned cumulative, is computed exactly and reproduces the worked minus ten percentage points. Its domain is properly closed: a negative planned progress no longer inflates the deviation upward into the calm end of the band, progress above one hundred per cent is refused, and a negative earned value is refused. What the band reads, however, is the mean of that point deviation and a second deviation of earned against planned value. Both parts are transparent, but the average is a composite the specification does not define, and a single snapshot supports only point deviation, not longitudinal S-curve analysis.","Name the composite for what it is, or band the point deviation alone. Source the boundaries either way.","known-answer: the specification's planned .60 against actual .50; known-answer: production reports the same minus ten percentage points of progress deviation; known-answer: the value deviation against planned value; invariant: a project exactly on the planned curve deviates by nothing; invariant: deviation increases monotonically with progress; invalid input: a planned progress below zero is refused rather than inflating the deviation upward into the calm end of the band; invalid input: progress above one hundred per cent is refused; invalid input: earned value below zero is refused; boundary: planned value of zero leaves no denominator; missingness: all four inputs are required, none defaulted; the quantity the band reads is the specification's point deviation D(t) = Actual - Planned, rather than a composite of it with a second, differently defined deviation",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
2.7,Milestone Trend Analysis,2,C. LITERATURE_SUPPORTED_ADAPTATION,ADVISORY_ONLY,non-voting,Specification 11 section 2.7,yes,partial,no,yes,yes,yes,yes,n/a,yes,n/a,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,OWN_STRUCTURE_ONLY,METHOD_LABEL_MISMATCH,no,"Milestones are matched by a stable identity across periods, unmatched names invent no movement, a single snapshot abstains, and one badly slipping milestone is prevented from hiding inside the average. But the movement measured is the last forecast less the PREVIOUS FORECAST, whereas specification 2.7 defines slip as the forecast less the BASELINE. A milestone that slipped thirty-one days and then held steady reports a mean slip of zero and bands Green. No baseline milestone date is an input at all, and two snapshots cannot support the regression slope the specification names as the trend summary. The implemented quantity, period-over-period forecast drift, is legitimate; the registered name means something else.","P1. Carry the baseline milestone date and measure slip against it, retaining the drift measure separately if it is wanted. Require three or more snapshots for a trend claim.","known-answer: the specification's baseline day 100 with forecasts 104, 108 and 111 gives slips of 4, 8 and 11 days; invariant: the specification's series is deteriorating, so its slip trend has a positive slope; known-answer: a seven day movement between two consecutive forecasts; structure: the milestone is matched by a stable identity across periods; invariant: a milestone that did not move reports no movement; invariant: a milestone pulled earlier reports a negative movement; invariant: one badly slipping milestone is not hidden inside the average; missingness: a single snapshot supports no trend claim and abstains; missingness: no milestone history at all abstains; boundary: milestones whose names do not correspond across periods are not matched, and no movement is invented for them; invalid input: a forecast that is not a date is not counted as a movement; slip is measured against the milestone's baseline date, as specification 2.7 defines it, rather than against the immediately preceding forecast",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
2.8,Look-Ahead Schedule Health,2,D. PCEIF_CUSTOM_TRANSPARENT_INDICATOR,ADVISORY_ONLY,non-voting,Specification 11 section 2.8; look-ahead and make-ready planning literature,no,n/a,yes,yes,yes,yes,yes,n/a,yes,n/a,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,OWN_STRUCTURE_ONLY,THRESHOLD_CALIBRATION_BLOCKED,no,"The module measures constraint rate, which is exactly one minus the specification's ready fraction, and the complementarity holds at every point tested. It is correctly not confused with percent plan complete. A window with nothing planned in it abstains rather than reading as nothing constrained, more constrained than planned is refused, and the endpoints are exact. The four boundaries have no source and the module's own comment says so: the lean literature's percent plan complete benchmarks measure a different quantity and cannot be stretched to cover this one.",Calibrate the constraint-rate boundaries or convert them to declared owner policy. Govern the look-ahead window length and the definition of constrained.,"known-answer: ten planned with three constrained is seven tenths ready; known-answer: production reports the complementary constraint rate of thirty per cent, which is one minus the specification's ready fraction; invariant: the two orientations are complementary at every point tested; boundary: nothing constrained is a rate of nought; boundary: everything constrained is a rate of one hundred; a look-ahead window with nothing planned in it does not read as nothing constrained; invalid input: more constrained than planned is refused; invalid input: a negative constrained count is refused; missingness: both counts are required; threshold: the module carries four bands on the constraint rate, and specification 2.8 supplies none, so their provenance is the finding",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
2.9,Resource Loading Index,2,C. LITERATURE_SUPPORTED_ADAPTATION,ADVISORY_ONLY,non-voting,Specification 11 section 2.9,yes,no,yes,yes,yes,yes,yes,n/a,yes,n/a,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_LABOUR_INPUT,CORRECT_PROXY_ONLY,no,"The ratio implemented is arithmetically exact, scale invariant in the unit of labour hours, monotone in hours worked, refuses a zero denominator and refuses negative hours rather than banding Red for the wrong reason. But it is a project-total ratio of actual to planned labour hours, and specification 2.9 states in terms that this is a performance proxy and not a time-phased resource loading model. Planned hours are a budget, not an available capacity, and there is no period dimension anywhere in the input or the output. The proxy is honest; the canonical structure is absent.","P3. Either carry time-phased demand and capacity, or rename the module for the labour-hours performance ratio it actually computes.","known-answer: demand 120 against capacity 100 loads at 1.20; known-answer: the time-phased vector the specification requires carries one ratio per period; known-answer: production's project-total ratio at the same two figures; invariant: the ratio is scale invariant in the unit of labour hours; invariant: the ratio rises monotonically with hours actually worked; boundary: no planned hours leaves no denominator; invalid input: negative hours worked are not a quantity of work and are refused rather than banding Red for the wrong reason; missingness: both figures are required; the module models demand against available capacity per time period, as canonical resource loading is defined",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
2.10,Schedule Risk Analysis P80,2,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 11 section 2.10; Monte Carlo schedule risk analysis,yes,no,no,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,DERIVED_FROM_SPI,METHOD_LABEL_MISMATCH,no,"The domain guards are sound: a zero index no longer raises and loses the project's whole result, a negative index no longer reports a delay below zero days and bands Green, and completion outside nought to one hundred is refused. The P80 is not below the P50 and the delay grows as performance falls. But there is no activity network, no duration distribution, no iteration count and no sample. The P80 is the P50 multiplied by one plus max(0.05, 1 minus SPI) times 0.5 times 1.28, which is a deterministic z-score uplift driven by the schedule index. Specification 2.10 states in terms that this is not Schedule Risk Analysis P80. The 1.28 is the normal ninetieth-percentile deviate, not an eightieth. An independent simulation of the specification's own Uniform(0,10) case converged to the analytic 8 within a tolerance frozen beforehand, showing what the canonical method produces and this one does not.",P1. Either build the schedule simulation over a real network or rename the module for the deterministic uplift it performs. The 1.28 constant should be corrected or documented whichever route is taken.,"known-answer: Uniform(0,10) has an analytic eightieth percentile of 8; known-answer: a seeded simulation converges to the analytic P80 within the tolerance frozen before the run; reproducibility: the same seed gives the identical sample; structure: the module reports a P50 and a P80 delay; invariant: the P80 delay is not below the P50 delay; invariant: the projected delay grows as schedule performance falls; boundary: a schedule index of zero is refused rather than raising and losing the whole project's result to an exception; boundary: a negative schedule index is refused rather than reporting a delay of fewer than zero days and banding Green; invalid input: completion outside nought to one hundred is refused; invalid input: a baseline finish before its start is refused; missingness: the baseline dates are required; the eightieth percentile is read off an empirical simulated completion distribution produced from an activity network with duration distributions",server/tools/test_run19_category_2.py; server/tools/run17/oracle/oracles_cat_2.py; server/tools/run17/categories/category_2_faults.csv
