path,sha256,bytes,git_tracked,root,root_recursive,in_run20_143_file_freeze,newly_protected_by_run22
assets/css/radar.css,d3dbb126867c48294a8fe7ac3d1cd46481c112e19d222ad3ff3c589c1dabea8f,253556,yes,assets,yes,yes,no
assets/js/admin-ops.js,d6d6b2d7ef569bbc371eeb6c30a7a48c5f68cae4d151ca2d8226961bc0e2b4e3,28093,yes,assets,yes,yes,no
assets/js/admin.js,3a7b401893ffc537430dd73f2cc5be70a009dc35fa7814a6e77ffecae8ee803e,20652,yes,assets,yes,yes,no
assets/js/app.js,aba29d78a430211a2b5b33e7bf1c66d33b9bdb9fdd309066ef04b2faaf979e41,155019,yes,assets,yes,yes,no
assets/js/assistant.js,603a080ab2fd52789005591235b8a63d7dc50ae6b03e1001243c003e6828ae29,39059,yes,assets,yes,yes,no
assets/js/auditor.js,4a44c6cf6e02a8a79f9594bd1122ee460378a25a731a058179b772a7601e26d3,32297,yes,assets,yes,yes,no
assets/js/auth.js,9d37481b6f138d90f181b42c7e48e8ea929019b5ae48909e52efa5676c53b832,14430,yes,assets,yes,yes,no
assets/js/categories.js,d6e811710185e55fc7f98081171bbcdcdbb1668722f2bfe8d500cb410e1ccca9,34725,yes,assets,yes,yes,no
assets/js/charts3d.js,ae2632638a1ddb77c9027ce19200953928be4215cc73565fa2de7f28af80be06,160068,yes,assets,yes,yes,no
assets/js/client_algorithm_version.js,870647d8db80109a0a9ec43c7975e3cb7987ebbdd5919b3e0414384a0a9fde25,3993,yes,assets,yes,yes,no
assets/js/config.js,ba183d1cdd857a977c78d59f6f4f34d45af17e26d6faabf36bf12eeef6bbebd1,10247,yes,assets,yes,yes,no
assets/js/data.js,110c279b4523659a0a9a5fa36178b7ba9f2888010e89f1bf2466db1be742d6ca,1404,yes,assets,yes,yes,no
assets/js/decision-ui.js,0bafb5b1257140eac4bb66d707f02afb0b8b4f2b5f970fa60a60ba6f0c65acf3,34681,yes,assets,yes,yes,no
assets/js/decision.js,fc44259d6a2ffa0b595cc72532c961be8ce574a317dc2b5c36598aed799a1bdb,24490,yes,assets,yes,yes,no
assets/js/deepdive.js,76f91f9ec7f97be1478bc8c9e8d5336ee0e9f6ecb0ee741f4d645eeeb06b1b9e,176966,yes,assets,yes,yes,no
assets/js/detail.js,92750bf550305f3d3073086528f3a4819b8be4cafe9fe819caf0c830f13240af,143991,yes,assets,yes,yes,no
assets/js/disclaimers.js,34e1b7f123e10f9979fbaa26dbe18697052f63cb067a1bbe81aced19286ac6d5,6517,yes,assets,yes,yes,no
assets/js/ds_defensibility_data.js,79ed79b2d4a912df8c28eac429fcc3fbe3bf6512e6018afe6b9ac336c417a483,422084,yes,assets,yes,yes,no
assets/js/ds_defensibility_evidence.js,abec9aeedc190206f56bcaa5836e78fe6ce4ed6ebda160cf61f73e4769f31549,72049,yes,assets,yes,yes,no
assets/js/export.js,061b3079656dfa43d0637677e907974167d7c56b405a6945a1dc4eeea2f57826,8445,yes,assets,yes,yes,no
assets/js/features.js,5f6ce1da1b527a42955fc9d6717464665b91d9b9d035c8c6d1292b2cdf4c7233,3320,yes,assets,yes,yes,no
assets/js/files.js,62e1c8f581dad95fd825b90e11bb0017f6e3705afef9d17af4a26f48c963343a,16873,yes,assets,yes,yes,no
assets/js/globe.js,b6262686b1d86e6cda74a0090035fd29e5b25943246606ed88f9643d09dd9e1d,30825,yes,assets,yes,yes,no
assets/js/gmap.js,d42f6f6ceb649ac9dc785be8e60417f5206908d2aa722e7dd14cf980a5afe498,5001,yes,assets,yes,yes,no
assets/js/ingest.js,957718c6a3dfdbfc00d695a7389bbcf7990cc8d2d059d6f1d41d98dad9b050c6,37397,yes,assets,yes,yes,no
assets/js/knowledge.js,09403fb31133a96a1731af99983648f480c2d87b36e2dae7e10a584b59f36342,327222,yes,assets,yes,yes,no
assets/js/module_charts.js,6b287872c57a801c1d9ba590dcf62bade48d436d07c6e8d30bb6cbdf793a5002,9319,yes,assets,yes,yes,no
assets/js/neural_flow.js,e172e6975284fd95fe4c34dd6bfaaaa4a692f5b46c5f10c826831f3dffc174a0,62998,yes,assets,yes,yes,no
assets/js/projectnet2d.js,bdadb0742546de55d57fa38888e7dadf1725b2f19aaced199a5f824f10a233b9,26006,yes,assets,yes,yes,no
assets/js/questionnaires.js,cd022ac427b4c39b28bf5ed54885fa0ba168122f1eec9d4c9d617a278519b5dc,10013,yes,assets,yes,yes,no
assets/js/recommendation_options.js,ac163495d35b39331e699fb7751c9942d75a218a6bae9260331721f2968e22d3,26849,yes,assets,yes,yes,no
assets/js/signals.js,931ebed362c3dfbddd93f91cc3a5758f55306d3a58bdc9b0dd546079d07ea7f3,101355,yes,assets,yes,yes,no
assets/js/sim.js,2910f84ebd5d1ae592ff1f467cd47a84b1756eb3c5df9463019447a826e1307f,10485,yes,assets,yes,yes,no
assets/js/simulations.js,e552be89478cc648de4b6a764a15507261a2d403a2980785de34b91437878946,158952,yes,assets,yes,yes,no
assets/js/store.js,73cf90214e09e208f902dc9e88ecc0a8aa8c1b4425aaf72f786a49034a798505,36566,yes,assets,yes,yes,no
assets/js/taxonomy.js,2efb5705fdb30d7df6c63de0b8c4c2b6c7fad4d7d44b4c07da998bbf04301c03,43159,yes,assets,yes,yes,no
assets/js/training.js,a2c8afd9d6edbfcc41c14ae396ebe4cc1cbfec2eb581a6b1ecab417e04bfb25c,26341,yes,assets,yes,yes,no
assets/js/tz.js,eceecf01bfb5ec92c5662d85ad0d747d166d2b32256b791c24539eee30b6c7a9,2556,yes,assets,yes,yes,no
assets/js/workingrobot.js,8cd3fe7e89333dba23abdbaab82abfef3bd73ba1cdc58a95471e0fa94d3df539,8529,yes,assets,yes,yes,no
assets/js/workspace.js,cfe9086425458b12cabf85aae95bc9c33ac7482b8d07fe20ca1b84eb953a3d42,51333,yes,assets,yes,yes,no
assets/questionnaires/debrief.json,8064c60b004706c37dfb88ae6de1f55f56e97014979940baf1645a257ee5b3d8,2341,yes,assets,yes,yes,no
assets/questionnaires/intake.json,400195fb47d8f8d68ab4defda6a1aff7ea6abb714b25d1f9a4040d2b216078b6,5382,yes,assets,yes,yes,no
assets/vendor/ASSETS.md,d6a807659a01c67372d765a74a1fba6d915bd9cbe0c007b6362c84d45f62a557,5598,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/earth-blue-marble-clouds.jpg,e88adfc1b3d08b68a1624d8f4b600a2ec69816cccf56c7e297f67ce54b6b0b6c,541449,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts.css,b2f7f3257d3d90e636863ab1550294279376f53c0cf527e37cbcd35459ba255a,7442,yes,assets,yes,yes,no
assets/vendor/fonts/archivo-500-latin-ext.woff2,ff4f17d21930e36d6d93baba663e624cb767afc3feebf7adaebd82242638de05,32608,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/archivo-500-latin.woff2,8f704806dbedeaaeca334b11ec348bc3ac3a439d6431544b3afb54f534ee4967,34928,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/archivo-700-latin-ext.woff2,ff4f17d21930e36d6d93baba663e624cb767afc3feebf7adaebd82242638de05,32608,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/archivo-700-latin.woff2,8f704806dbedeaaeca334b11ec348bc3ac3a439d6431544b3afb54f534ee4967,34928,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/archivo-800-latin-ext.woff2,ff4f17d21930e36d6d93baba663e624cb767afc3feebf7adaebd82242638de05,32608,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/archivo-800-latin.woff2,8f704806dbedeaaeca334b11ec348bc3ac3a439d6431544b3afb54f534ee4967,34928,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/ibm-plex-mono-400-latin-ext.woff2,6bc0f226a5b7884a8170e3f62c63d7675609d4631bdc5931b5cdab81821f00eb,13348,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/ibm-plex-mono-400-latin.woff2,08949f728dc52d528e69b1667d15c89a5686a4ee9a296ff90983985f99c380f7,14708,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/ibm-plex-mono-500-latin-ext.woff2,6bb06407c97584b0867a959e05e8874693bfeb8c317de190811c51598f2d99ea,13432,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/ibm-plex-mono-500-latin.woff2,01d285447409c8a588692162439a038b8cbd7871309ee20267b0d2d91c6e8e22,14888,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/ibm-plex-mono-600-latin-ext.woff2,32057cf50dd14bdb21a2c93766c4a2c43e4abe688ea3922df3203cac7751a98b,14328,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/ibm-plex-mono-600-latin.woff2,0d1f0b8d0722224e32e9f28261bdc86c79115be73444ae5eceb73976a1bcdf83,15620,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/inter-400-latin-ext.woff2,34b9c504cab7a73e37b746343a449132e56cf7b5481af2cb81dc74dcff25c956,85068,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/inter-400-latin.woff2,3100e775e8616cd2611beecfa23a4263d7037586789b43f035236a2e6fbd4c62,48256,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/inter-500-latin-ext.woff2,34b9c504cab7a73e37b746343a449132e56cf7b5481af2cb81dc74dcff25c956,85068,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
assets/vendor/fonts/inter-500-latin.woff2,3100e775e8616cd2611beecfa23a4263d7037586789b43f035236a2e6fbd4c62,48256,yes,assets,yes,NO,YES -- invisible to every freeze before Run 22
