decision_problem_id,constraint_id,constraint_type,expression,right_hand_side,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-01,DP-01-C1,BUDGET,total_action_cost <= budget_cap_usd,9625000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fb102c42a1e8352139b58104e4bd0418e623111b749d307b3452928368340456
DP-01,DP-01-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5ad2f10182ffc146bb5b82b51b999799d3373a1995d22f354ff4fb3672cb4027
DP-01,DP-01-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,292efbc189c30a1e47382e4f041cb78c6bf3b3ef28282754ea39bcbbe7ad6fef
DP-02,DP-02-C1,BUDGET,total_action_cost <= budget_cap_usd,5250000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,01d5b0c8174505ea70adaf3788c18ec3c8f40d7b28f3b230ddc6092874035555
DP-02,DP-02-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,38570a6aa2e6fc282d07113c18775a3362faf10e8da2d1790213bb05156aef96
DP-02,DP-02-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,da26dd1fc4bbe8427c82ce8c0f6edc9413bc9410fb43aafda1a53f24f1aa3efc
DP-03,DP-03-C1,BUDGET,total_action_cost <= budget_cap_usd,11500000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2638c36d0c1372f4f42fef286d3d8c8a50993e4350a12202d57c63b6debc034a
DP-03,DP-03-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,332cddfb70b66c1036a1a064f1c304f7dd7cc4068cff9efd9a965f4946a44931
DP-03,DP-03-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,476c6ec28551e5e9b3129fda86cfbcc0313a872c4564da6cf7b4e051f3af9843
DP-04,DP-04-C1,BUDGET,total_action_cost <= budget_cap_usd,4375000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d4853788a0a6a5d45560bb824fe27e1a10a6a63908c527af6bf58d2146f4d7a6
DP-04,DP-04-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d5d09cbfe32a02fd6c14b1eeac3fdd45d4399d9b35976785f790aea4eb8ac576
DP-04,DP-04-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5be14d7ecf7828c0dd698a9581d7b4873fee6f7809f0363d5fe70c7857f58f10
DP-05,DP-05-C1,BUDGET,total_action_cost <= budget_cap_usd,7250000.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,77e2977a1ea237b540a1d115aaa9f8a88e7a74754bc73a2d48c7b8d8733e9aa3
DP-05,DP-05-C2,CREW,crew_increment <= crew_capacity_increment,3.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d932cd4ed823151574930427d9ac0bcb8e8ab46c6b1cb22e6e3fc479ffdbf441
DP-05,DP-05-C3,OVERTIME,overtime_fraction <= max_overtime_fraction,0.2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9990b9826b8a3128c91e53845ea5c1c3c026a8b2f0c6976c36664fc2c86971e4
