decision_problem_id,action_id,action_name,base_direct_cost_usd,base_delay_effect_days,quality_risk_effect,safety_risk_effect,residual_risk_effect,crew_increment,overtime_fraction,requires_executive_authority,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-01,DP-01-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fbbbc78f3d87a6f31fba3007ee90c364ec78e3dc90b88f7ab8a407f38c993c32
DP-01,DP-01-A1,ADD_CREW,1280000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5bed90c2fe068a70826c0af7e1c7561950662fd98a81f3ee15715ea521dc5193
DP-01,DP-01-A2,OVERTIME,880000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,de156b2bbb0d8434f2a15a782c4b4606cf8338d6e2345b507a86ce01bf459fad
DP-01,DP-01-A3,EXPEDITE_PROCUREMENT,1120000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,40c580ad546214edeb2d3eb19c7aaee9f06bc8fdc9380dfe5eb846c4a3dde491
DP-01,DP-01-A4,RESEQUENCE_WORK,480000.0,-6.0,0.08,0.05,-0.06,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cd41edc9c2c2e0f2bf7fdf29731c88a3cf2b1aff73c56fdf5867ca22f8ebe452
DP-01,DP-01-A5,DEFER_NONCRITICAL_SCOPE,-320000.0,-3.0,0.12,0.02,-0.03,0,0.0,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,994cfdcf60d3bccac4761bbe13313d9d0a529de44a327902be0e40255b84c266
DP-02,DP-02-A0,MAINTAIN_PLAN,0.0,0.0,0.0,0.0,0.0,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fae789e45696a11171124e4c3967fb2c35e31f9980ccbdd10f544e80ad844614
DP-02,DP-02-A1,ADD_CREW,1360000.0,-10.0,0.05,0.08,-0.08,2,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,911a9d0aff4cbd4deacfcbf7e948b299d71972be81034fbf5b7144b15874f9fe
DP-02,DP-02-A2,OVERTIME,935000.0,-7.0,0.1,0.15,-0.04,0,0.15,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9543ce61ca55b772f14094c0a36432648237c925d047987dcd00a86770a1dd81
DP-02,DP-02-A3,EXPEDITE_PROCUREMENT,1190000.0,-9.0,0.02,0.03,-0.1,0,0.0,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,730776666b3c517115eed7ef3b8a869ddf76b748230a7c98ceff0e3cb4123033
