decision_problem_id,action_id,scenario_id,loss_value,regret_value,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-01,DP-01-A0,DP-01-S0,2.95899,0.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,eaee6bf5bb6575c30b7caf613c370a52b89e6aa5de7f6ab1fdc55a0fbf390a72
DP-01,DP-01-A0,DP-01-S1,6.02493,1.001199,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,89f4581395141ad272e1d47021fa2117e281d22b732b87cc3ed3aa338ab2eded
DP-01,DP-01-A0,DP-01-S2,7.199162,2.180302,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,82c0de4ff041437c42f69b5a28a54b95640a4541598f520478acba2fdcf918ad
DP-01,DP-01-A0,DP-01-S3,5.532953,0.991713,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b28765e773928e8714cd4d917c02427ad03247bc9fd23121398fc968a31af134
DP-01,DP-01-A0,DP-01-S4,8.970554,0.881748,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d212d0d976b580565fb88a6ff5818f6761bc5425ba06394694b607de72593cd8
DP-01,DP-01-A1,DP-01-S0,4.39,1.43101,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1bb7294ab72f6d0d7f6d542592ffaed02b62bd3da3f27daed4d21c00ac7ad9b2
DP-01,DP-01-A1,DP-01-S1,5.52078,0.497049,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cf223c1a5a61e628cc32ede77493b95b4874d14649e83d9ef7d95aea58ae7420
DP-01,DP-01-A1,DP-01-S2,6.667102,1.648242,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,43ce4076a58275747fcec18d1d54b9a162c47bab65fe650f3629063612b6d9fc
DP-01,DP-01-A1,DP-01-S3,5.572542,1.031302,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,45cb869be262b3beb61831f7353c19df61d84c69973dc8e7d5b727e979db754d
DP-01,DP-01-A1,DP-01-S4,9.116142,1.027336,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9f4b37246b996480621931c726733581b327e0b776761b509fe45ee8553a947b
