decision_problem_id,criterion_name,weight_factor,selected_action_id,base_selected_action_id,selection_changed,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
DP-01,EXPECTED_COST_DELTA_USD,0.8,DP-01-A3,DP-01-A5,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3aa23488bd2465cfc02779a2cb62bc885f57c9053a25936386cf468b23380404
DP-01,EXPECTED_COST_DELTA_USD,1.2,DP-01-A5,DP-01-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,901c5e6c9bfa0884265bbf787ef0ed624cc97b75f6f439d5c43abcc25293c2ab
DP-01,EXPECTED_DELAY_DAYS,0.8,DP-01-A5,DP-01-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fa8de034573d263f2ade0af218371ddb816c2b0525c9b51910ffccdc403436e6
DP-01,EXPECTED_DELAY_DAYS,1.2,DP-01-A3,DP-01-A5,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5cab303fe33f1bfe6a653e97c6af883a4a7acee3d2a2035b0a3a9c6e1e93dfb0
DP-01,QUALITY_RISK,0.8,DP-01-A5,DP-01-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0b1bafdd4d77e16c0f8b10220f06d41b25aae94821d003c1d89475758153d94d
DP-01,QUALITY_RISK,1.2,DP-01-A5,DP-01-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,57ffd013bc0780ae4a882a436737f738f232787bfefb946f70bebf49c666e2b1
DP-01,SAFETY_RISK,0.8,DP-01-A5,DP-01-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4c704e346fc33b55f25311559549b057e6aab077be7c599c4e2a1fa66c7fca85
DP-01,SAFETY_RISK,1.2,DP-01-A5,DP-01-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4cb8103390bf9c53e009b93a4e2bf96f524182cdcb17e2a71e628da05a2ee044
DP-01,RESIDUAL_RISK,0.8,DP-01-A5,DP-01-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ee05f69b65f6360ed4daa7e51f94aca2f31313de82f3a79e1471485d09e6354a
DP-01,RESIDUAL_RISK,1.2,DP-01-A5,DP-01-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,441af4e3278ff8ea08476d1988ce15bc4fe2d883b6f72d5d5feaaa31a8f39756
DP-02,EXPECTED_COST_DELTA_USD,0.8,DP-02-A3,DP-02-A5,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,098270cb8be0b666a8da1f212419055501c382ef9f3d1753ec88a6b50f7282a2
DP-02,EXPECTED_COST_DELTA_USD,1.2,DP-02-A5,DP-02-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e9b79d3122b9cc31dfaac3b4392994038be604571aa91bd79f6903012487c7fc
DP-02,EXPECTED_DELAY_DAYS,0.8,DP-02-A5,DP-02-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c7d4de8c1678047244968c8f06e7882a6f2eba4be3637d0eb837471b9f447069
DP-02,EXPECTED_DELAY_DAYS,1.2,DP-02-A3,DP-02-A5,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ef495bf9a955347329a06f86a560bdda381045e5fc491d8a68116bd5dd14b684
DP-02,QUALITY_RISK,0.8,DP-02-A5,DP-02-A5,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,B3-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,546e0df57b107886671bed329a40171123d9cd91827266c7f8dfadb85be480ed
