project_id,period_id,assessment_id,requirement_id,assessment_date,result,evidence_code,reviewer_role,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,P01,PRJ-AIR-ENV-01-P01,PRJ-AIR-ENV-01,2026-02-27,COMPLIANT,ENV-EVID-PRJ-AIR-P01-01,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,87eb4cb148d1031c3c28ed8090ec760a1262be398ee46a5128915b675ec5c884
PRJ-AIR,P01,PRJ-AIR-ENV-02-P01,PRJ-AIR-ENV-02,2026-02-27,COMPLIANT,ENV-EVID-PRJ-AIR-P01-02,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ead66011af3fc6e18e93534a82e772ce136b4c4df8449079546f51cbbd24afa7
PRJ-AIR,P01,PRJ-AIR-ENV-03-P01,PRJ-AIR-ENV-03,2026-02-27,COMPLIANT,ENV-EVID-PRJ-AIR-P01-03,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5afeb731975d4acaeeccf9a5d10f9cf9f688392d9fc560e78455e31396a14c11
PRJ-AIR,P01,PRJ-AIR-ENV-04-P01,PRJ-AIR-ENV-04,2026-02-27,COMPLIANT,ENV-EVID-PRJ-AIR-P01-04,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fbb886deeb4321a284df1ab58703e63ffb2c0e7c4b95ccc55f63a9356474d316
PRJ-AIR,P01,PRJ-AIR-ENV-05-P01,PRJ-AIR-ENV-05,2026-02-27,COMPLIANT,ENV-EVID-PRJ-AIR-P01-05,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3c0891145914d8cf61773d6a67d6df85c3802c97b4391da59f60bc8c9f151275
PRJ-AIR,P01,PRJ-AIR-ENV-06-P01,PRJ-AIR-ENV-06,2026-02-27,COMPLIANT,ENV-EVID-PRJ-AIR-P01-06,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,15a0cd52c0fb66b435cf08cc9aee21563089d5735af27fd9ce3aa43ed2cf9506
PRJ-AIR,P01,PRJ-AIR-ENV-07-P01,PRJ-AIR-ENV-07,2026-02-27,NOT_APPLICABLE,ENV-EVID-PRJ-AIR-P01-07,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9cb71637444a3485b39d8f17f9e54132e35c98bb18f17cd1c5eb14acc76fc55e
PRJ-AIR,P01,PRJ-AIR-ENV-08-P01,PRJ-AIR-ENV-08,2026-02-27,NONCOMPLIANT,ENV-EVID-PRJ-AIR-P01-08,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,73ac0f27d9f33f7d3aa8fe721e0556667e39ec177bb3786d5608f5e07d3a0b26
PRJ-AIR,P02,PRJ-AIR-ENV-01-P02,PRJ-AIR-ENV-01,2026-04-27,COMPLIANT,ENV-EVID-PRJ-AIR-P02-01,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8f1771c08d49dacbbfc73d1b8d01301ed2ecafd4871a020c36e1403bf6eb28dd
PRJ-AIR,P02,PRJ-AIR-ENV-02-P02,PRJ-AIR-ENV-02,2026-04-27,COMPLIANT,ENV-EVID-PRJ-AIR-P02-02,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,41909512096ffa509ab02898f7b26cd68f2a276c2bb9bb992acb0677e8ec1a17
PRJ-AIR,P02,PRJ-AIR-ENV-03-P02,PRJ-AIR-ENV-03,2026-04-27,NONCOMPLIANT,ENV-EVID-PRJ-AIR-P02-03,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d4fc90edd7a6e7b4e397f9fd59a19c26557c058605f1651acde67872b5315165
PRJ-AIR,P02,PRJ-AIR-ENV-04-P02,PRJ-AIR-ENV-04,2026-04-27,COMPLIANT,ENV-EVID-PRJ-AIR-P02-04,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f9251e3dd7ca1d93e69934a49612c6fd08151aad56729426b16836a78c44bd73
PRJ-AIR,P02,PRJ-AIR-ENV-05-P02,PRJ-AIR-ENV-05,2026-04-27,COMPLIANT,ENV-EVID-PRJ-AIR-P02-05,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6ed0968694e8affe04a3b4aa771cfb755fe298176a57dd2d8c1dd01c6e97d9d1
PRJ-AIR,P02,PRJ-AIR-ENV-06-P02,PRJ-AIR-ENV-06,2026-04-27,COMPLIANT,ENV-EVID-PRJ-AIR-P02-06,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e1923d2b0136c5c150a05467a408917c61236c19b6e4487001b90a275c8eeb09
PRJ-AIR,P02,PRJ-AIR-ENV-07-P02,PRJ-AIR-ENV-07,2026-04-27,NOT_APPLICABLE,ENV-EVID-PRJ-AIR-P02-07,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4830c31c4a2f2156c47f9e0591ec7c2c1c262c7d3cd864b3bee44ac56261a0d5
PRJ-AIR,P02,PRJ-AIR-ENV-08-P02,PRJ-AIR-ENV-08,2026-04-27,NOT_ASSESSED,ENV-EVID-PRJ-AIR-P02-08,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2f639eb37b1189a8f9ce505c82d3d45776c407a100a8d9801bc948f0d8a61626
PRJ-AIR,P03,PRJ-AIR-ENV-01-P03,PRJ-AIR-ENV-01,2026-06-24,COMPLIANT,ENV-EVID-PRJ-AIR-P03-01,ENVIRONMENTAL_COMPLIANCE_REVIEWER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5b5d919dd359f70204a59337d29c07231be9b1fc4a498e981f8d4eafce51a301
