project_id,predecessor_activity_id,successor_activity_id,relationship_type,lag_days,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-A01,PRJ-AIR-A02,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fabd776e1ad5d6461e39a411c73fb6e8acd700c0b7ad8446ff90da704f3cefb5
PRJ-AIR,PRJ-AIR-A01,PRJ-AIR-A03,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f7555e16f100b93458d7a362b8c1475d014177150275d5dd56f6d24cf7483fd5
PRJ-AIR,PRJ-AIR-A02,PRJ-AIR-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,11b8d7fc984dc4902363670f90635dd4f527cec1ce43e9b65c1ec232d692d630
PRJ-AIR,PRJ-AIR-A03,PRJ-AIR-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3e4924048977fa3ca3a097e7074f35278252064ec3f2d7235de54e535a8afe8f
PRJ-AIR,PRJ-AIR-A04,PRJ-AIR-A05,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0998fac9d6eb8358da63ef94992182bdf28e1ff62751db7cf1ac60b6e22f13de
PRJ-AIR,PRJ-AIR-A05,PRJ-AIR-A06,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6bf9f6d28535dce7173ebe7b2f50e32e6d656ce76dd8b4758e655281e2c5050d
PRJ-AIR,PRJ-AIR-A06,PRJ-AIR-A07,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,325ae68aae12072b3a0c249958c8c0be2696ac137805a8b15ab76a908f73c680
PRJ-AIR,PRJ-AIR-A06,PRJ-AIR-A08,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,57909c480b7ee32bdb29ea9adbd0f1fdc16e328c870704e71b80fbbbf02e6f00
PRJ-AIR,PRJ-AIR-A07,PRJ-AIR-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6c4f11ac81b42525addeace7684f38832725f3abde9678d5020a839548a02fde
PRJ-AIR,PRJ-AIR-A08,PRJ-AIR-A09,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ad8e6e7169395661dbc579dc2a56e61451efff1b17a8e3dbf8bcf81e17f10988
PRJ-AIR,PRJ-AIR-A09,PRJ-AIR-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce96d2d79d6e8e9ad6f38f18b1bdc6cb33b54df95314fe3daed02427e3a8c00d
PRJ-AIR,PRJ-AIR-A10,PRJ-AIR-A11,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9009b460caf6481c5136361df2893f6b11e229c3cfa93168d4ebba1bd55b73e7
PRJ-AIR,PRJ-AIR-A11,PRJ-AIR-A12,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8a9b9a36c627bbc770924ae281a92de69475a3627baa416a31cd6d268a6f4d90
PRJ-HWY,PRJ-HWY-A01,PRJ-HWY-A02,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4a46e119e6abeda94f3f5bd5bcf515fa5462785e199225d3f335252c4c035dee
PRJ-HWY,PRJ-HWY-A01,PRJ-HWY-A03,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b8f65e27d1124cda8b1622a88fd53347cf1f5ec272df90d2a8f9cedf851eab04
PRJ-HWY,PRJ-HWY-A02,PRJ-HWY-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8100370b73ce1dad7a1ca51d7bb3c5e1ea55f28b6746b9bf20b5ae59a294b53a
PRJ-HWY,PRJ-HWY-A03,PRJ-HWY-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d8db6649f364385ba3645564df7d856ec3a4b4462024651ee447701e09b37588
PRJ-HWY,PRJ-HWY-A04,PRJ-HWY-A05,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c38e7c320c1a5e3251bee9a4cf363949cb6f6fa9d565c2bdaddf802b37a748ee
PRJ-HWY,PRJ-HWY-A05,PRJ-HWY-A06,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,08fe9ef43ef68dcc0b7b8c3552d5f3c6c2c111ec01121d71e1a5acd899d6821b
PRJ-HWY,PRJ-HWY-A06,PRJ-HWY-A07,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ffef3fea14b3005e808bd6dd64e175b7c05e6af4b1bcf8c273f07d10b6f27e71
PRJ-HWY,PRJ-HWY-A06,PRJ-HWY-A08,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,19366caf6293a859a1e4e43cea9572c2ef27d696550c7dd0621eec5b3b106651
PRJ-HWY,PRJ-HWY-A07,PRJ-HWY-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,fca487fac9a8821a2a2adb07c21f391b5911c9ae1cd0ceeaa724ff814269f8f0
PRJ-HWY,PRJ-HWY-A08,PRJ-HWY-A09,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7f87d659fac75571d1ec62cf0107e1fd147363a39d66d69711ec8fb8ced1d518
PRJ-HWY,PRJ-HWY-A09,PRJ-HWY-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a1e7d056d431dc86c0b24674e290490786d1844b83635652cc7249db6c383b2d
PRJ-HWY,PRJ-HWY-A10,PRJ-HWY-A11,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f703cb61b85df6d04d33ff09b31274029fed0d0b05886d2aa9b4a0772fc10365
PRJ-HWY,PRJ-HWY-A11,PRJ-HWY-A12,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,767bc3158b15c325c009f61307340b239d238244d4077afdadd0dc31caee98df
PRJ-HSP,PRJ-HSP-A01,PRJ-HSP-A02,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8418ac1b828f25d48efe81dee0c57ba7d5572d4bc625ccea3e6ebf1c30296ee0
PRJ-HSP,PRJ-HSP-A01,PRJ-HSP-A03,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,81ce084060a13019eac3d219578c425261a166a3ecdefcf9da127145583e7a53
