project_id,queue_id,entity_id,arrival_time_day,service_start_day,service_end_day,service_duration_days,wait_time_days,server_id,queue_discipline,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-001,10.013349,10.013349,12.546737,2.533388,0.0,REVIEWER-1,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f6ab2ccfde7e6d906ca9ce75d8fa7c1ed756cabead01d875b437282a15f013a2
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-002,14.26824,14.26824,16.045472,1.777232,0.0,REVIEWER-2,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1f429b64ebefbd309b42ce0cab95e55dbdd6544fcdf5a220df468a1a25b957d3
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-003,15.349798,15.349798,20.757333,5.407535,0.0,REVIEWER-1,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b300813ef786a07d3575de8bac9d44a9f648b3f4e96da678428169a6231448ba
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-004,17.075566,17.075566,20.141962,3.066396,0.0,REVIEWER-2,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0fbb5a97d19ba7ec0942d2548034362915e8a539475201e382c8d4682dba94ec
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-005,17.477634,20.141962,25.993075,5.851113,2.664328,REVIEWER-2,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,724a1d66c6cf54e6be495e83d27fc7f3da1c0b76e8e41f77d325b1c422ac1a80
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-006,21.503042,21.503042,24.253819,2.750776,0.0,REVIEWER-1,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e2a7b54b5addce17f1201b548407ff730757cca340d48be887476c0bf0133aba
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-007,26.411053,26.411053,28.053612,1.642558,0.0,REVIEWER-1,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,501523a4f8e63b6588f9167d998fb829120cfa9d361207f21c841724ad55292d
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-008,31.269678,31.269678,33.864548,2.594871,0.0,REVIEWER-2,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f87bd657bcfdf2ddda6508d4a74d29cbbc7dafc4e89c92878d22abbb9f07be10
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-009,33.056401,33.056401,35.212007,2.155607,0.0,REVIEWER-1,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,579fbdae73e6ae57ecb85bceb766ce4eaf01ada361b829af40a058b4aa9b9bb4
PRJ-AIR,PRJ-AIR-RFI-REVIEW,PRJ-AIR-RFI-010,33.974419,33.974419,35.707361,1.732942,0.0,REVIEWER-2,FCFS,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6af5808c221baef079d14c8a4c82bd5f253a855b98bfe4cd608e6f66cd2dd0d5
