project_id,period_id,leading_work_type,following_work_type,leading_rate,following_rate,catch_up_location,interference_within_project,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-HWY,P01,EARLY_WORK,STRUCTURE,0.232027,0.167813,-10.914586,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8bff6f29d987fa9dd5fa927cd2df20eb97f72228199b5b76fb5dae8352245de7
PRJ-HWY,P01,STRUCTURE,SYSTEMS,0.167813,0.159846,-67.33624,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,77472b637c91ad0cf8304379cfb98ce2f8a09369bf442e4739539bfb0c64866a
PRJ-HWY,P01,SYSTEMS,FINISH,0.159846,0.209413,16.207846,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,35c4bff1646436032b46bfa56a50bd21e761a8bfe9370e0e22378c2621fcf8fb
PRJ-HWY,P02,EARLY_WORK,STRUCTURE,0.206778,0.182297,-27.714791,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4d9b7301958e31d16a79cd0aaa33eaeefcf56e5e8be285ee9c8d572142024f50
PRJ-HWY,P02,STRUCTURE,SYSTEMS,0.182297,0.160764,-27.220908,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,015277388b2e3d3aae9974a471640c3e230e7c13d1581ebd9e5c90abe60a8c4b
PRJ-HWY,P02,SYSTEMS,FINISH,0.160764,0.192646,23.313981,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,534605865b5b42f6dfcf10ead53c9083d322c299ef3dc9ec3e0d99fb4307927a
PRJ-HWY,P03,EARLY_WORK,STRUCTURE,0.239972,0.181905,-13.531641,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,74d72aeb86d2a6923f57379e95f671ec9fe6b783a629e0f88218be09b86f8c68
PRJ-HWY,P03,STRUCTURE,SYSTEMS,0.181905,0.171288,-58.695758,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9c510520529d99db12433f1dad10482fecd3402ce71fcbd77795b66f22d145c7
PRJ-HWY,P03,SYSTEMS,FINISH,0.171288,0.174183,247.351905,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4865505f745bd3b3fe1a4ad0c58da4d0822ccd465a44cb026438d0b7d60a612c
PRJ-HWY,P04,EARLY_WORK,STRUCTURE,0.227695,0.185652,-18.097904,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0ccab165aaaca2d7b67c62a8cff2ceda6dde64ddea2fa80b97e5337281f1be92
PRJ-HWY,P04,STRUCTURE,SYSTEMS,0.185652,0.152545,-17.108384,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6241d179111f0f9b8b5bac03d0a00584253d2d9f4d9f33639cac1349f9ce38b1
PRJ-HWY,P04,SYSTEMS,FINISH,0.152545,0.192825,17.525791,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4519035e062f252819b0688f2c25990cce53e0c600d1ca1fbf4be77a5fadc57b
PRJ-HWY,P05,EARLY_WORK,STRUCTURE,0.226039,0.202062,-34.287378,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d91befca89da046f22c50221010bb826a8f9c9cc9dd3087856f383a9e4a8b9e0
PRJ-HWY,P05,STRUCTURE,SYSTEMS,0.202062,0.149641,-11.536302,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,93fe1aa9d9131b75234fd013fb11e377501516e79431deb36ce8f8208bd87677
