project_id,period_id,activity_id,progress_fraction,actual_start_day,actual_finish_day,current_remaining_duration_days,forecast_start_day,forecast_finish_day,current_total_float_days,current_critical_flag,schedule_version,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,P01,PRJ-AIR-A01,1.0,0.0,5.4,0.0,50.0,50.0,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,70636c5f30d047b4d02b8cacfeba79d3a8c9f21e850d721a2af4373b4e73afc4
PRJ-AIR,P01,PRJ-AIR-A02,0.909974,5.4,,2.212946,50.0,52.212946,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7f356ca456c68a0a4a922a80fc32839a8a52f3b072880316f9fdca500b1aa0f1
PRJ-AIR,P01,PRJ-AIR-A03,1.0,5.4,43.2,0.0,50.0,50.0,2.212946,False,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,11f4c5ad2bd89ff50d420d4a07bd0015ff9fa09ec5697ad436b93c21351caa0d
PRJ-AIR,P01,PRJ-AIR-A04,0.316293,43.2,,16.346927,52.212946,68.559874,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3cc66f186d27555cb4bcce21abfa11c7d1026bfdd38dd2242ea0524cc99b57d0
PRJ-AIR,P01,PRJ-AIR-A05,0.0,,,36.09625,68.559874,104.656124,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6cdcee97d7871be8ea9d35edf797d73ff4aad68a87c9140f91c2e990046a543b
PRJ-AIR,P01,PRJ-AIR-A06,0.0,,,52.76775,104.656124,157.423874,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,3d76a54b5a7da51dfd2fa9b47c5b8183470b2578fe5b21f936524188b111b3cd
PRJ-AIR,P01,PRJ-AIR-A07,0.0,,,39.87,157.423874,197.293874,52.04125,False,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e16da8ea62460ca9f864a7135a2690f300896fad271ff286f7c25d870fa0b579
PRJ-AIR,P01,PRJ-AIR-A08,0.0,,,53.76775,157.423874,211.191624,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,b19b987686c120e15f15c48e4c18ec24274c70ae8769794718e9f47df917dd26
PRJ-AIR,P01,PRJ-AIR-A09,0.0,,,38.1435,211.191624,249.335124,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1f0fabbe9bac1f0b63c5df5f0e1b030738df73d40befacecb673d68f540b1427
PRJ-AIR,P01,PRJ-AIR-A10,0.046951,229.6,,46.125422,249.335124,295.460546,0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e2282708bde75912d1c4f77586943440a8762c1b57f3ac4afb7e72eb316b4b2a
PRJ-AIR,P01,PRJ-AIR-A11,0.0,,,33.55725,295.460546,329.017796,0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,9d4ecd8ed26e62e6c0676cac1415972914875127ebd1ad38aac56f15b9d2d98c
PRJ-AIR,P01,PRJ-AIR-A12,0.00073,304.20000000000005,,15.479194,329.017796,344.49699,0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8d27d99f1e6af6cc9cebead059f10b6582e72dd5c1e0fdabcf65a9b83e031f09
PRJ-AIR,P02,PRJ-AIR-A01,0.945546,0.0,,0.31684,100.0,100.31684,0.0,True,PRJ-AIR-P02-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1203b924ad18bf73f2e0c550780efb17b0271bdd0a86c68ec6348044b21d0a0d
PRJ-AIR,P02,PRJ-AIR-A02,0.949332,5.4,,1.245487,100.31684,101.562327,0.0,True,PRJ-AIR-P02-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d297e4fb65b6070f52705ff9066031fb7deeab8e4c31f1d35d1747821e824705
PRJ-AIR,P02,PRJ-AIR-A03,1.0,5.4,43.2,0.0,100.31684,100.31684,1.245487,False,PRJ-AIR-P02-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c74bab7e5beb3f0a2920de08b59dd288e44decea99ae8dc57790cd0aea5484ad
PRJ-AIR,P02,PRJ-AIR-A04,0.990628,43.2,,0.224074,101.562327,101.7864,0.0,True,PRJ-AIR-P02-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,03d855633a1f7ced03a54ef4b369babbf1032eed1538d0416504e2e898401c75
