file,bytes,sha256,row_count
README.md,693,eae10022792d43c50fbcf8523293299b17fa4b5c1a71227b05ef083547164baa,
abm_ground_truth.csv,1406,b62d06472e7fbff1fded082ad22d65613884060ee3b3261ae47412e1153c6641,6.0
abm_rule_ground_truth.csv,2995,02ea61652cda5b04453b71a61e241fe694deadde2349c30401a859deec0eb3d1,12.0
activity_weather_impacts.csv,16572,a14140664c8188ccd9de5be6e0bfe7eb7a136bfc1552e308779adb6b13784120,72.0
agent_decision_rules.csv,1342,063197f6253a1c444c82af36a04e6402b170ff0596c980265727f9b83ce8deee,3.0
agent_state_history.csv,165272,2889be3fbb4d9a1c4158ec2f0ceb3de5895b0342c3a1346920789542b248e4b6,576.0
agents.csv,12030,ecf8d36fa26c841f7d402bb3e23250ed0e93003584022398cb895f448976324f,48.0
ccpm_buffer_sizing_inputs.csv,19142,80f4655d0e79e380b2b67ad37e0edf4eed4f05c1c680a9d22360d83784a5932d,72.0
ccpm_buffers.csv,30805,2c548fa342e13b282a38234584a461cf882a13126c5d54cd1b2f4d825631f8c6,108.0
ccpm_chain_activities.csv,15468,dec6a74e7b82f9252db6e8e2297d3680aff7f8b355ff695a412005b2e9766d24,72.0
ccpm_chains.csv,5065,f506a9e3562c8b65164e95f93e4824fc0a6db001e4b550e34ec1ed59afe6ec49,18.0
ccpm_ground_truth.csv,8084,adedbc297afe78d3b7cdd472c2c2c538397669dd2ffe15a6d0232bbc2e0d4986,36.0
claims.csv,9438,472e80afbd4205f04448b95055a4f1fabba8859741a43f7ed0a9e306dc693a94,36.0
cost_correlations.csv,125516,cb07f5b5b2f5637c417df863dfe0d7101a845a3814ad4a4195d3fd9bc697fb7f,600.0
cost_elements.csv,14643,c10873a6f98ce7dff7ea5c692b9d677aa0b73734b418e3dad1d163cd21bac093,60.0
cost_risk_events.csv,8788,adc48c9e7a1a10f087d9e0620d32599ed37730d12a40448f8cce09e7bca82c4f,36.0
cost_risk_ground_truth.csv,1603,cbc177d48b09b7455eaa0bafaa7c9784c2c15151efdd80daa0251c8bc00692f2,6.0
des_entities.csv,26007,cb8d56ef02364d4ec785237fb87079c12ab504a6fb6e9c89266c34a1b90883ae,120.0
des_events.csv,155594,6c00dc5ab34685e3868183dee6dd317911ad26a916b72428bb508c2f2b5f587a,480.0
des_ground_truth.csv,2065,cae2e070da14b0bd320bd1db1c19833cdde6038a9ac1530ec3255a4d04ffabea,6.0
dispute_events.csv,24162,3046e2f5535f5511b89d30ef2fb4c2511f59087656ee58d9adc986fd45613405,108.0
dispute_ground_truth.csv,7619,1cdc54df7343b7379722bd35585e42105625c694c235730313724fc9ce29d456,36.0
dsm_edges.csv,12960,0ed76510fe7b9352bfe057e9b5ad9e7ea9d52f0737ff8ac7b4e91f7f8680f106,54.0
dsm_ground_truth.csv,15887,20eeca495f8fe15af5a4c14eef58ed660527d6e06c3c234647a3e86d250cbd80,36.0
dsm_nodes.csv,10242,e7ab6b54ba32d0fe52ad48ce8e5b805ed604da48943ab1d3b31e713409d35a51,48.0
environmental_assessments.csv,84764,e14b3ebc3188b21e8b4b1d0be68ba9a7eaeb3272bd09e0877c8a46077f6ee231,288.0
environmental_ground_truth.csv,7563,6fe21159a8efea642a2a112fdf4e0c561d69eed2f36d568ab641bf30204c70da,36.0
environmental_requirements.csv,14085,c3f5cff4d766a017c0d51e8894d606d3de59642c0950273b057e7d95c7784dbb,48.0
environmental_violations.csv,7977,05e1d9a12bf863fae279acc4354a401800e9614a1926dae2748188de66ab8cda,28.0
lob_ground_truth.csv,12803,4fda0de4559681186c0addd2a6406df43a311b0d7ba4c3d05c25fa68be7e8809,54.0
lob_work_packages.csv,112590,298c99846b2dac149d1791a333e2028926b2450d639fb20487447f8ab903d004,432.0
ncr_events.csv,18141,075fcbc194f3112f8a638d744cfa74b70b0ae7d7ec5892973677fb8e8e002c6c,69.0
ncr_ground_truth.csv,8402,c720eb3dd25f6ab9899bd64ef7aaef7f0464415e2abaf2147032a57d21ae4354,36.0
projects.csv,2014,f0704e415cc141abca807bd189be09b93d296c4d06323099f5c5a583bff2af02,6.0
quality_audits.csv,8080,330c995b81313ec4357cd14ca4c0226692f6c2eba83effa483437800973bf14f,36.0
queue_events.csv,65291,33e7aebc87b9957eb439a083693b95ed47c29c4b280b9c0b460499d25d278c2a,240.0
queue_ground_truth.csv,1713,007f2cfd6f912a20c94295a2f3b9206dd2d9c007c685f82f4531546c24d0800d,6.0
reporting_periods.csv,8072,c7876526b231a3dda15e02fa7616f2adc9d13e07a795d7e8c96a7f6bcb52f9fe,36.0
schedule_activities.csv,21733,0a1b8f7236b12dc0226439cc39ee0683ae6d13071508647240e887397debfe43,72.0
schedule_dependencies.csv,16191,f713e7ba63e5040a7b2087d4ed7b988715c28cfb6ea720e473a1a9811bb881b7,78.0
schedule_ground_truth.csv,14024,af21088aa125b45a68806eb594b8b47fdfe67f750a71d45755c070e8a21e1c45,36.0
schedule_status.csv,112957,9fddd1105f563e5145e73bff32311015fa3b62d7f807771af4c648ac56af2223,432.0
specification_conflicts.csv,17607,d0ed700b7d2bede853ca635bc2a7e8b6a9b9fa0ab86a70a8955a858d67fbf9d1,72.0
specification_exposure.csv,1343,ee02fae58f20c4617d7df8ef88a3a95e14c549732cba7d676c3afb5e3d6adba6,6.0
specification_ground_truth.csv,1334,f35ef5e94716c343543bd3617dee75195ec004fc12e34b7f52bdae542a2523f7,6.0
system_dynamics_parameters.csv,4051,20003f41ee70152ce953f76c0d345748277107a3959b08695e716a481a265611,18.0
system_dynamics_timeseries.csv,17117,53959c70dbd2a2d4367dee1b6bc36207ba1c4d62ccbbce86ed5aec4c29c6aa3b,72.0
weather_events.csv,16227,bd1eb4c74f8d0f1df3cf7b2c7bbb6cfe1c3a193c38a26774e6bddcda7c4bbedb,72.0
