project_id,cost_element_id_a,cost_element_id_b,correlation,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-01,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,37a538e4741562db1b2af6579e42546be211cca50706706d9cea6fe010f73582
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-02,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8eef9e3252b2ef250efc991710402cb2ee310b850d54979bf3eea41ffc337af2
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-03,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d7570392718421e839d5b0594ab15f7fc72dafeb5668cb289870d3496b0de2cd
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-04,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,8326918f0be1565e4f55d1224f85538cfaefb22e03d34ce76fe29dc10d59ba87
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-05,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a5519bbd871234cb00da3163b18e9cf81d4aed59fb042f2f80933fa8d9b001ec
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-06,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,31a0e79ec1a0966d2302c2165dfb33215c7dcfd3c86e2e45b8fbba6e4ba305a2
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-07,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,960f05ad418701294f42f405ba2ae0ed71ad1f8341cf156d3dc429ebe6289a60
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-08,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,d16f4b3b057fd0857c094c377ce31013eeb3455b7018f001bcf2f3fb35b13b57
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-09,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,6cf45a6c42720a719fac8b1f8bc9619c6e07ccb4c51f5a97baa7677891a86124
PRJ-AIR,PRJ-AIR-CE-01,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,dc3258b5bbb549236b14384e1544847d73c5122c84acd0216b4b01906762e3be
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-01,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e7bfd72a2fafa529449e828cfb3a657970a9189e4821cd3ef83b0b5cca248589
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-02,1.0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,643cf676cedf2f03df81d810f7bd3a2986b85f1f23d60510c960739e4d15a7bf
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-03,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,90e474a9a6be6edbc044f3f0d375deed9d7bc42728e8aeac6f5e2edc019b1da5
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-04,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,934c8cc4ed92ad66ff1b5460ed52710fec414064bb817fa3df9095998dc62793
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-05,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ee28391d9c102085660c4f30d9904abd1751c66d7a87c4488c53559a7b25c034
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-06,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ec0776632dd6a0f0d7cca47d4760e8171705b2a563e2c37aed162d61bc1513e1
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-07,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,361a4c1c1996538d0ba7b0b357527d13d6a75996c3dd63e48a1d7d6b82ab4a3c
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-08,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,365a810aebbf7ef52090f08fc3153544fca6a6d3fc9f9696410e156cfbeda7dc
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-09,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,11168a100ab3b5bd1ac1656bbf934e854ffd8c246b90145cd852590c01115ee3
PRJ-AIR,PRJ-AIR-CE-02,PRJ-AIR-CE-10,0.04,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f1b240161e127455bbb34daafbffc4cac031727253e396c09a4c13cc7003c407
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-01,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,ce9001e772ae9efe0a3b643d550893e9dd65b58def870d280cc104b83ce02d0d
PRJ-AIR,PRJ-AIR-CE-03,PRJ-AIR-CE-02,0.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,04b936fcffd86a108ed1f1e36e74d89889d69dd172e4344032c6757910f523b4
