module_id,module_name,category,basis_class,operational_activation,voting_status,primary_method_source,canonical_structure_required,canonical_structure_present,implementation_verified,known_answer_pass,boundary_pass,missingness_pass,invariant_pass,stochastic_diagnostics_pass,reproducibility_pass,parameter_provenance_status,calibration_status,threshold_status,empirical_validation_status,regulatory_snapshot,cat9_qualification_status,lineage_status,scientific_disposition,production_change_made,finding_summary,required_next_action,test_names,evidence_paths
7.2,Rough Sets,7,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 16 section 7.2,yes,no,no,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,METHOD_LABEL_MISMATCH,no,"The approximations were reproduced independently on the specification's own universe and partition, including the exactness case where the boundary is empty. Production's structural invariants hold: the lower approximation is contained in the upper, the boundary is exactly their difference, unanimous evidence gives a definite classification, and an empty evidence set abstains rather than producing an indeterminate reading from an invented denominator. But there is no information table. The universe is the four signals, each mapped to a colour by a threshold, and a state enters the lower approximation when more than three quarters of the signals carry it. That is a supermajority vote wearing rough set vocabulary, and specification 7.2 says in terms that a majority vote over states is not rough sets. No object, condition attribute, decision attribute or indiscernibility relation exists. The 0.75 boundary is unsourced.","P3. Rename for the supermajority classification it performs, or build an information table with real objects and attributes.","known-answer: the specification's lower approximation; known-answer: its upper approximation; known-answer: its boundary region; invariant: a set that is a union of equivalence classes has an empty boundary, which is what exactness means; invariant: the lower approximation is always contained in the upper; structure: a lower approximation, an upper approximation and a boundary region are reported; with no evidence at all the module abstains, rather than every ratio being nought over an invented denominator of one and producing an indeterminate reading from nothing; invariant: the lower approximation is contained in the upper in production too; invariant: the boundary is exactly the upper less the lower; known-answer: four unanimous Red signals give a definite classification with an empty boundary; the module carries an information or decision table with objects, condition attributes, a decision attribute and an indiscernibility relation, which is what rough set theory is defined over",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
7.3,Neutrosophic Logic,7,G. EXPERIMENTAL_OR_FUTURE_FORMALISM,ADVISORY_ONLY,non-voting,Specification 16 section 7.3,yes,partial,yes,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,PARAMETER_PROVENANCE_BLOCKED,no,"The domain each component must lie in is respected and the defining property, that truth, indeterminacy and falsity need not sum to one, is correctly not enforced as a constraint. Worse evidence moves the reading adversely and an empty evidence set abstains. Every degree this module uses is derived from the same cost index, schedule index and document risk score by a piecewise map of literals with no elicitation, calibration or source. That is the general Category 7 position the specification sets out: passing the algebra does not establish that the inputs to the algebra are calibrated. Specifically: the triples are literals keyed off thresholds, no neutrosophic variant is named, no interpretation of the indeterminacy component is stated, and no aggregation operator is declared. The specification warns against fabricating indeterminacy as a convenient residual unless the selected formulation defines it, and no formulation is selected.","Declare the neutrosophic variant and the aggregation operator, and source the component derivations, before any reliance is placed on the output.","known-answer: T, I and F need not sum to one, which is the defining difference from ordinary probability; boundary: a component outside nought to one is inadmissible; boundary: the extreme cases are admissible; structure: a truth, indeterminacy and falsity reading is reported; with no evidence the module abstains rather than assembling components from defaults; every triple the module can emit satisfies the domain each component must lie in; invariant: worse evidence moves the reading in the adverse direction; the truth, indeterminacy and falsity degrees are derived by a declared and provenanced procedure, and the interpretation of the indeterminacy component is stated",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
7.4,Interval Fuzzy Sets,7,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 16 section 7.4,yes,yes,yes,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,PARAMETER_PROVENANCE_BLOCKED,no,"The standard min and max operators are used and reproduce the specification's worked intersection and union. Every interval production reports is admissible, with its lower bound at or below its upper and both inside nought to one, and the reported uncertainty width is never negative. With no indices the module abstains. What blocks it is that the interval half-widths, 0.02 for earned value and 0.01 for actual cost, are two literals applied to every project, and they are the ENTIRE content of the interval: without them the method reduces to an ordinary fuzzy set. The membership functions' breakpoints at 0.85, 0.92, 0.97 and 0.98 are equally unsourced. Specification 7.4 requires membership widths to carry provenance or calibration.","Source the interval half-widths from a stated measurement-uncertainty model, or state that they are an owner policy choice.","known-answer: the specification's interval intersection; known-answer: the specification's interval union; boundary: the lower bound may not exceed the upper; invariant: the intersection is contained in the union; invariant: the operators are idempotent on a single interval; admissibility: the reported green interval has its lower bound at or below its upper and both inside nought to one; admissibility: the reported amber interval has its lower bound at or below its upper and both inside nought to one; admissibility: the reported red interval has its lower bound at or below its upper and both inside nought to one; with no cost or schedule index the module abstains rather than aggregating an empty set of intervals; invariant: the reported uncertainty width is the sum of the two interval widths it declares and is never negative; metamorphic: widening the input disagreement does not narrow the reported uncertainty; the interval widths carry provenance or calibration, as specification 7.4 requires of membership widths",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
7.5,Z-numbers,7,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 16 section 7.5,yes,partial,yes,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,PARAMETER_PROVENANCE_BLOCKED,no,"Both components survive the input contract, which is the first thing specification 7.5 asks: every signal carries a restriction and a reliability, and changing a restriction with its reliability fixed moves that reliability between the weighted totals. The average reliability lies inside the range of the individual values and an empty signal set abstains. But the reliabilities are four literals, 0.85, 0.90, 0.65 and 0.88, applied to every project in every period, and the reliability component is exactly what distinguishes a Z-number from an ordinary value, so the method's distinguishing feature is unevidenced. The implementation is a reliability-weighted vote over three states rather than a fuzzy restriction paired with a fuzzy reliability, which the specification permits only where the published reduction is documented, and none is cited.","Source the reliability values and document the reduction from the fuzzy pair to the weighted vote, or classify the module as a proxy.","known-answer: a missing reliability component does not silently become one; known-answer: maximum reliability approaches the value-only limiting case; invariant: lowering the reliability with the restriction fixed moves the qualified result in the declared direction; structure: both components survive the contract, so each signal carries a restriction and its reliability; known-answer: the reliability-weighted totals are the sums of the reliabilities of the signals carrying each restriction; with no signals at all the module abstains; invariant: the average reliability lies inside the range of the individual reliabilities; metamorphic: changing a signal's restriction while its reliability is fixed moves that reliability between the weighted totals; the reliability component of each Z-number is sourced, so the second half of the pair is evidence rather than an assumption",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
7.6,PLTS,7,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 16 section 7.6,yes,partial,yes,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,PARAMETER_PROVENANCE_BLOCKED,no,"The admissibility rules were verified independently: probabilities are non-negative, a set summing above one is rejected, a degenerate one-term set scores that term, and the representation is permutation invariant. Every literal triple in the module is a proper distribution over its ordered term set and worse evidence moves the reading adversely. The block is exactly the one specification 7.6 names in those words: hard-coded linguistic masses without elicitation or calibration. The ordered term set, the normalisation rule and the aggregation operator are all internal and none is declared as a versioned choice.",Elicit or calibrate the linguistic probabilities and declare the term set and operator as versioned choices.,"known-answer: a set whose probabilities sum below one is admissible; boundary: probabilities summing above one are inadmissible; boundary: a negative probability is inadmissible; known-answer: a degenerate one-term set scores that term's index; invariant: the representation is permutation invariant; structure: linguistic terms with associated probabilities are reported; with no evidence the module abstains; every probability triple the module carries is a proper distribution over its ordered term set; invariant: worse evidence moves the reading adversely; the linguistic probabilities come from an elicitation or calibration procedure, as specification 7.6 requires before they may be relied on",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
7.7,Plithogenic Sets,7,G. EXPERIMENTAL_OR_FUTURE_FORMALISM,ADVISORY_ONLY,non-voting,Specification 16 section 7.7,yes,no,no,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,FUTURE_RESEARCH_ONLY,no,"Concept-only and short-circuited before its formula, verified on a complete input. The formula it would run weights each attribute by its appurtenance degree times one minus half its contradiction degree and sums by state. No published plithogenic operator is named, so there is no limiting case to check, and specification 7.7 states that a generic weighted fuzzy average is not sufficient. No dominant attribute value is declared and no dissimilarity between attribute values is represented; the contradiction degrees are literals assigned by state. The independent oracle implements an operator whose contradiction-degree endpoints ARE checkable and were checked, which is the contrast. Even were the algebra correct, the specification holds this module at future research only until incremental value is established.","Remains disabled and non-voting. Select and cite a published plithogenic operator before any further work, and establish incremental value separately.","remains disabled as concept-only and is short-circuited before its formula function is reached, on a complete input; known-answer: at zero contradiction the published operator is the t-norm; known-answer: at full contradiction it is the t-conorm; invariant: the operator interpolates monotonically between its two contradiction-degree endpoints, which specification 7.7 asks be tested; boundary: a contradiction degree outside nought to one is refused; the module applies an explicitly selected published plithogenic aggregation operator whose limiting cases at the contradiction-degree endpoints can be checked; the module remains operationally disabled and non-voting whatever this laboratory finding says",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
7.8,Belief Rule Base,7,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 16 section 7.8,yes,partial,yes,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,PARAMETER_PROVENANCE_BLOCKED,no,"The specification's own oracle passes against production: with exactly one rule matched the reported beliefs equal that rule's consequent distribution exactly. A rule base in which no rule activates abstains, rather than a fallback rule supplying a near-uniform mass and a colour drawn from it. The reported degrees remain a distribution and the matched rules are reported by identity. Two structural observations: the eight rules are mutually exclusive on their antecedents, verified across eighteen input combinations, so exactly one ever fires and the aggregation is never exercised in production; and the aggregation implemented is an activation-weighted average rather than the evidential reasoning operator. Every degree this module uses is derived from the same cost index, schedule index and document risk score by a piecewise map of literals with no elicitation, calibration or source. That is the general Category 7 position the specification sets out: passing the algebra does not establish that the inputs to the algebra are calibrated. No antecedent reference value, attribute weight or rule-base version is declared.",Source the belief degrees and rule weights and version the rule base. Decide whether the evidential reasoning operator is required given that only one rule ever fires.,"known-answer: one fully activated rule with no others reproduces its consequent distribution exactly, on Green; known-answer: and on Amber; known-answer: and on Red; boundary: a rule base with no activated rule has concluded nothing; admissibility: belief degrees are non-negative and sum to at most one; known-answer: two equally weighted and equally activated opposing rules aggregate to an even split; structure: the rules that matched are reported by identity, so which rule produced the reading is visible; with exactly one rule matched the reported beliefs equal that rule's consequent distribution, which is specification 7.8's own oracle; a rule base in which no rule activates abstains, rather than a fallback rule supplying a near-uniform belief mass and a colour drawn from it; admissibility: the reported belief degrees are non-negative and sum to a hundred, so they remain a distribution; invariant: the eight rules are mutually exclusive on their antecedents, so exactly one can match any complete input; the antecedent reference values, rule weights, attribute weights and belief distributions are sourced and versioned, which is what makes a belief rule base an evidential model rather than a lookup table",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
7.9,Quantum Probability,7,G. EXPERIMENTAL_OR_FUTURE_FORMALISM,ADVISORY_ONLY,non-voting,Specification 16 section 7.9,yes,no,no,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,FUTURE_RESEARCH_ONLY,no,"Concept-only and short-circuited before its formula. The Born rule was applied independently to the specification's equal superposition, reproducing one half, and a genuine order effect was demonstrated from two noncommuting projectors. Production has none of that structure: the formula it would run averages three hard-coded probabilities, takes square roots as amplitudes, forms a phase angle from the COUNT of signals above one half, and adds a cosine interference term scaled by an uncited 0.3. Specification 7.9 states in terms that a cosine interference heuristic on the indices without Hilbert-space event structure is not canonical quantum probability. The resulting probabilities are clamped into nought to one, which is itself a sign the construction does not guarantee a distribution. The specification holds this at future research only until a real project-manager context or order-effect construct exists.",Remains disabled and non-voting. A context or order-effect model would have to exist before the formalism could mean anything here.,"remains disabled as concept-only and is short-circuited before its formula function is reached, on a complete input; known-answer: the Born rule on the specification's equal superposition gives one half; known-answer: and one half on the other outcome; boundary: a basis state gives certainty; boundary: an unnormalised state is not a state and is refused; known-answer: two noncommuting projectors give an order-dependent probability, which is what a context or order effect IS; the module carries a Hilbert-space event structure: a state, projectors for the events, and the Born rule applied to them; the module remains operationally disabled and non-voting",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
7.10,Pythagorean Fuzzy Sets,7,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 16 section 7.10,yes,yes,no,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,IMPLEMENTATION_DEFECT,no,"The admissibility constraint itself is correct and enforced by renormalisation, and it was verified to hold across twenty-seven input combinations. The defect is in a reported quantity. The hesitancy is computed from the PRE-adjustment membership pair and then reported beside the POST-adjustment pair, so the three numbers a reader is shown are not a Pythagorean triple: at a cost and schedule index of 0.95 the squared sums across document risk 0, 0.5 and 1.0 are 1.01, 0.91 and 0.87 rather than 1. The visible symptom is that the reported hesitancy does not move at all while the pair beside it moves. Compare the spherical module in the same file, which applies its renormalisation AFTER the document risk adjustment and whose reported triple therefore does satisfy its identity. Every degree this module uses is derived from the same cost index, schedule index and document risk score by a piecewise map of literals with no elicitation, calibration or source. That is the general Category 7 position the specification sets out: passing the algebra does not establish that the inputs to the algebra are calibrated.","P1. Compute the hesitancy from the adjusted pair that is actually reported, as the spherical module does. Then source the piecewise map.","known-answer: the specification's boundary pair is admissible; known-answer: its hesitancy is exactly nought; known-answer: the specification's inadmissible pair sums to 1.28 and is rejected; invariant: hesitancy is greatest when both degrees are nought; admissibility: the reported membership and non-membership satisfy the Pythagorean constraint; admissibility: the constraint holds across the input range; invariant: membership falls and non-membership rises as document risk rises; missingness: all three inputs are required; the Pythagorean renormalisation branch is unreachable: sweeping the index minimum from nought to three, the constraint is never exceeded, so admissibility holds by construction of the map and not by the guard; the reported hesitancy is the hesitancy OF the reported membership and non-membership, so that the identity mu squared plus nu squared plus pi squared equals one holds for the triple a reader is shown",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
7.11,Picture Fuzzy Sets,7,B. ESTABLISHED_CANONICAL_METHOD,ADVISORY_ONLY,non-voting,Specification 16 section 7.11,yes,yes,yes,yes,yes,yes,yes,n/a,yes,NOT_SOURCED,NOT_CALIBRATED,HEURISTIC_UNCALIBRATED,NOT_DONE,n/a,RAW_UNQUALIFIED_INPUT,SHARED_EVM_AND_DOC_INPUT_VECTOR,PARAMETER_PROVENANCE_BLOCKED,no,"The formalism is correctly implemented. The positive, neutral and negative degrees are non-negative and sum to at most one across twenty-seven input combinations, and the reported refusal degree is one less the other three exactly as defined. The negative degree rises with document risk. Every degree this module uses is derived from the same cost index, schedule index and document risk score by a piecewise map of literals with no elicitation, calibration or source. That is the general Category 7 position the specification sets out: passing the algebra does not establish that the inputs to the algebra are calibrated. Specifically the breakpoints at 0.85 and 0.95, the cap at 0.95, the document risk multiplier of 0.5, and the neutral degree formed as 0.6 less the other two times 0.3 are all unsourced, and that neutral degree exists only to make the four components fit. No aggregation operator is exercised because there is only ever one picture fuzzy element.",Source the degree derivations. The algebra needs no change.,"known-answer: the specification's admissible triple; known-answer: its refusal degree; boundary: a sum above one is inadmissible; boundary: a negative component is inadmissible; admissibility: the reported positive, neutral and negative degrees are non-negative and sum to at most one; admissibility: the constraint holds across the input range; known-answer: the reported refusal degree is one less the other three, as the formalism defines it; invariant: the negative degree rises with document risk; missingness: all three inputs are required; the positive, neutral and negative degrees are derived by a declared and provenanced procedure, and the selected aggregation operator is named",server/tools/test_run19_category_7.py; server/tools/run17/oracle/oracles_cat_7.py; server/tools/run17/categories/category_7_faults.csv
