alternative_id,attribute,attribute_value,appurtenance_degree,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
SUPPLIER_A,COST,LOW,0.898189,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,cfbae7f236f724c6321c8a2de150112222bebdf49cf35c0a3e6fca0f3e873e41
SUPPLIER_A,COST,MEDIUM,0.453714,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,f037cdac64154db4a7280ddea3acb2183a414620b14a2c871a7f651023480647
SUPPLIER_A,COST,HIGH,0.218035,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,22a66fa45a5a41eee4a9cdc90bec7932f6e13ecd9c96771147b91ba7c620996e
SUPPLIER_A,SCHEDULE,FAST,0.905212,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,647df9b71a48a550bce73b9d8bca249d64007ce4588ccbe42c12fd7fa01e9923
SUPPLIER_A,SCHEDULE,NORMAL,0.527882,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e623f2676e074c3acfa84d5b6cf6785f76ee7c30dba0de80d19130e9b8fba204
SUPPLIER_A,SCHEDULE,SLOW,0.186316,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,1cc815f6d06548303e45b1fef8b2036a604b3b2d6ded34302b17a5519a3cb95b
SUPPLIER_A,QUALITY,HIGH,0.881236,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,4653689f0568df43d1fed9a5fcb90f07740c6d95b8025659d58532006951339e
SUPPLIER_A,QUALITY,MEDIUM,0.503819,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,095734cb5572a505c0a1c1fab13bee9a7a15e7b2d105d46a87c32fb0c18afc72
SUPPLIER_A,QUALITY,LOW,0.130951,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,574df4660d8eb2284fbf394e3c90987743c5dc57c6db4f8e18657a3500d6f5b0
SUPPLIER_A,RISK,LOW,0.855966,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,91afe184e8b6958fba9f96156ad57e8e39d3a4dceec7b33a8736afbc25b85de1
SUPPLIER_A,RISK,MEDIUM,0.393174,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7709c5ceae20e6dbe19917fee839c4d72b382ba6c79e05d8c7ede08b0832ebce
SUPPLIER_A,RISK,HIGH,0.100008,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,60216925e6fb5c2d3139ab13ee672740427d2e4857dc1784136ec0dc2ceca324
SUPPLIER_B,COST,LOW,0.557406,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0cfd7f63d58f0d58e946d52d80a54ac98d3cce45f3b849c12c52c3b260134b26
SUPPLIER_B,COST,MEDIUM,0.11722,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2a6f06a53e3d83f67cbd674c0d206f32b0cc3a29ce81292c2db78771da910aab
SUPPLIER_B,COST,HIGH,0.842784,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,C-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,a22c9d1f2f36a0536126a7a1860618d5681455171bdba8198f232ce541e4bc39
