file,bytes,sha256,row_count
README.md,387,50c47e3c3b5e96589e0a11d41496f1858ac5e895a49162418bbd8256506a915e,
activation_benchmark_plan.csv,3248,15296e6d2d47176327af84305d720cdd7d802dd3b093e46657d58ded52e78163,8.0
activation_candidates.csv,2816,cd92ab009feafdb371e9ca05d78ea1e685ba49fd8109df6f744f190994cb09b0,8.0
hypersoft_approximation.csv,30367,2570d4744a3a594aca88caadb5c4f5ff92432953c174fababd33e44033f8f841,144.0
hypersoft_parameters.csv,2015,95671439605f24dc108da3a46cdb68e535a9d3eab27fba204419c6b5b6371859,10.0
hypersoft_universe.csv,877,6911aee5bf5bf25ab3de0b856ef4c518ceae547c653711415992ea9f812aa92b,4.0
parametric_cost_benchmark.csv,481,ea32c8bb8bad9b85dee7291b83509e4b0df718b0fdcb6cfa038b1dc2be916633,1.0
plithogenic_appurtenance.csv,9778,f8edd65df217ec017ee607d95ca18da7c5f8e096b01bcf8cbcdc25ffc987e9b7,48.0
plithogenic_attributes.csv,2409,37177aa2a4f462dbd7baab85b56164f64ffa11183e1c1200ece0095085fc9be3,12.0
plithogenic_contradictions.csv,6989,e17446537d0528ca9af62027b0c7bbcc1be5af4959bf4cff23a593012cd33ff1,36.0
quantum_model_parameters.json,364,c83e3c093beb4dee3b26a8a9b317958a91d218eaa1632ca2fe9d747ad8a6065a,
quantum_order_effects.csv,234022,51aa85d32398fb6f0e976e6bab319ea5fa96c5413517cb790b3e9de296b4afb8,1200.0
reuse_manifest.csv,2007,013dfa23ddc584829876a3827ef844312e0b9c126b28b0c0857c9e624cac0152,8.0
