project_id,claim_id,notice_id,claim_type,claim_value_usd,submitted_day,current_stage,unresolved_age_days,adjudication_status,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-CLM-01,PRJ-AIR-CLM-01-N,DIFFERING_SITE,1482250.0,87,NOTICE,264,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ca93e0e592baeca691854c778a3c24b6ab2a7023314a22b548eb84d8766294ac
PRJ-AIR,PRJ-AIR-CLM-02,PRJ-AIR-CLM-02-N,DELAY,2117500.0,122,CLAIM_SUBMITTED,229,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1bb92ff3d53185e22a161889ab5b8ee8585d65e2aeee5116174b274322a90ff8
PRJ-AIR,PRJ-AIR-CLM-03,PRJ-AIR-CLM-03-N,PAYMENT,2752750.0,157,NEGOTIATION,194,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,63840b61e37332cadbcb6c7e921556060c1c33c3734b956bb0624f7da1264c67
PRJ-AIR,PRJ-AIR-CLM-04,PRJ-AIR-CLM-04-N,DESIGN_CHANGE,3388000.0,193,MEDIATION,158,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d11f2d79ef296e6e64f74df995c53c8b704bc7eaba91c685b0f1e86679252b13
PRJ-AIR,PRJ-AIR-CLM-05,PRJ-AIR-CLM-05-N,DIFFERING_SITE,4023250.0,228,ADJUDICATION,123,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,929840c35eb68e04adf8b7ae1e66e5e11b43b8299a3185ed41f0ef96edaf5876
PRJ-AIR,PRJ-AIR-CLM-06,PRJ-AIR-CLM-06-N,DELAY,4658500.0,263,ADJUDICATION,88,PENDING_DECISION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1ab78760d62563fb5a364c03eae2a2f7e58e588bc6b4099bb4b20e55e3431765
PRJ-HWY,PRJ-HWY-CLM-01,PRJ-HWY-CLM-01-N,DIFFERING_SITE,764400.0,76,NOTICE,231,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8ab87de112a89133a60cf2ebca641f9c5c3148e64d8f392e67ad8aceb97015ac
PRJ-HWY,PRJ-HWY-CLM-02,PRJ-HWY-CLM-02-N,DELAY,1092000.0,107,NOTICE,200,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c86d74a4a4395fd5f93e5a3eb0dd44b7d7e760efe2c9d940b5f7ba4878f027af
PRJ-HWY,PRJ-HWY-CLM-03,PRJ-HWY-CLM-03-N,PAYMENT,1419600.0,138,CLAIM_SUBMITTED,169,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9f105253e0e05f43cae1517d0b1bfe4c7b9be9a766b6949b356f7bc43d055d26
PRJ-HWY,PRJ-HWY-CLM-04,PRJ-HWY-CLM-04-N,DESIGN_CHANGE,1747200.0,168,NEGOTIATION,139,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,44ff8b566b87c13811a8eac6a3199c9925cbc2cad06586312ed6a5bb15b75bfa
PRJ-HWY,PRJ-HWY-CLM-05,PRJ-HWY-CLM-05-N,DIFFERING_SITE,2074800.0,199,MEDIATION,108,OPEN,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b2c9bfed98254134b87c3eb2373d274218877ec2f4dae26d7f881ac82532af5d
