project_id,weather_event_id,event_day,weather_type,threshold_exceedance_index,normal_allowance_days,lost_work_days,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-WX-01,340,HIGH_WIND,0.356386,0.5,0.57,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9f4d48cfc026f0fb58dc7f59fe719386622b47a96861e2758d96a8df33f9e361
PRJ-AIR,PRJ-AIR-WX-02,49,EXTREME_HEAT,0.611569,0.5,1.22,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,95e4d2c5a8bbea30000198cd3a965a8604add7eb4792042c8426663eb228b503
PRJ-AIR,PRJ-AIR-WX-03,322,SNOW_ICE,0.390487,0.5,0.47,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d7e651a7d7809ff244cff0897d0773eeb2c2ef809dd602b6f99a67122d0af379
PRJ-AIR,PRJ-AIR-WX-04,209,HEAVY_RAIN,0.450145,0.5,0.72,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3b7236ee683f93b8947483ef3c9f324ccd9111b11a1f5330c1ef849098fb10d2
PRJ-AIR,PRJ-AIR-WX-05,226,HIGH_WIND,0.525416,0.5,1.05,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7b9341948afc0a587271344bb68bbb7fac69f17a7190bc6895904a83c2b4b003
PRJ-AIR,PRJ-AIR-WX-06,59,EXTREME_HEAT,0.418961,0.5,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b788c8fe1a41ceea95ea5f378f6323ab58d9db65ed772514e17e7821b12e558d
PRJ-AIR,PRJ-AIR-WX-07,23,SNOW_ICE,0.888431,0.5,1.42,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3862843a6f75c48ab57741622b533a30aff2d79e907ddd78564f687e15e34f78
PRJ-AIR,PRJ-AIR-WX-08,242,HEAVY_RAIN,0.690402,0.5,1.38,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3b9ed91b6ddd8709dd6c1000d6822cc291276a474ece916ed05170e0234779a5
PRJ-AIR,PRJ-AIR-WX-09,261,HIGH_WIND,1.10514,0.5,1.33,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b1705d13878d3248e1c94c885b4382145ede77138b5c7f6eac7c684ea4ec9a69
PRJ-AIR,PRJ-AIR-WX-10,180,EXTREME_HEAT,0.311412,0.5,0.5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9718ddb45fcd79c65ecf0b2cf78b63ed37959f21b343b4b4c2103a21b89f6daa
PRJ-AIR,PRJ-AIR-WX-11,77,SNOW_ICE,0.819402,0.5,1.64,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6618ff5031789452a67bde931e587a54fe695203453a3862eab0349bc0061bdb
PRJ-AIR,PRJ-AIR-WX-12,348,HEAVY_RAIN,1.355068,0.5,1.63,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a262fc7589b63073c476ff13346d84492f4f0197d5535d6caa2a9b0f3cf12b4d
PRJ-HWY,PRJ-HWY-WX-01,62,HIGH_WIND,0.384431,0.5,0.62,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4d97aed6f3b79b963e8c905eb54072e80ea1f1bb3398331bc61d88177efe4d5a
PRJ-HWY,PRJ-HWY-WX-02,256,EXTREME_HEAT,1.414551,0.5,2.83,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,03d0ed9b3804a5f808399d1a80fc885ac3c43a2e47b6a699d7257113205136a1
PRJ-HWY,PRJ-HWY-WX-03,240,SNOW_ICE,1.599858,0.5,1.92,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,deb23b164a4d838bcb5d22a71817b2d31d4a8c75527e352f28315a8f705213be
PRJ-HWY,PRJ-HWY-WX-04,32,HEAVY_RAIN,1.347658,0.5,2.16,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e526b861620f4e82d4975c1bc79fb630f3480cc74570227ac954aaf35df6fd93
PRJ-HWY,PRJ-HWY-WX-05,270,HIGH_WIND,1.294167,0.5,2.59,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c26c15822e91b86c4f21e73b4dbe5ca31e920f6798ef3af71d9a73fb17bac4b5
PRJ-HWY,PRJ-HWY-WX-06,72,EXTREME_HEAT,1.408414,0.5,1.69,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c11d4ea21b512e80d3aa1b9714e7aef031e9b54a45401a8648a8910096ff2028
PRJ-HWY,PRJ-HWY-WX-07,86,SNOW_ICE,1.521682,0.5,2.43,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d66638240b80519a12158a93a64b7ff96822b9c6ef8400bfcf0e3e7432991ff9
PRJ-HWY,PRJ-HWY-WX-08,122,HEAVY_RAIN,1.269157,0.5,2.54,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9cf889bd68041f57311686e1037781edb20edfb720ddc7687275aa0aacdc83e2
PRJ-HWY,PRJ-HWY-WX-09,83,HIGH_WIND,1.580986,0.5,1.9,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6cb8ff24c667b51ea9882cbacf4d1a07b84902a2c2819494207d41b6d2d47910
PRJ-HWY,PRJ-HWY-WX-10,63,EXTREME_HEAT,1.347875,0.5,2.16,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4d448b82dd3ff189d31be6cfe20a02561a91631d8f5138bc5be17d363fa8ff19
PRJ-HWY,PRJ-HWY-WX-11,185,SNOW_ICE,1.13503,0.5,2.27,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,668af30a6eaebec22b497d2da32e31c2f278d80466ba5f5b9e41db6f1e4d075b
PRJ-HWY,PRJ-HWY-WX-12,84,HEAVY_RAIN,0.922798,0.5,1.11,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9533f0522612439f9eede89752ba8b1b58ac3c26c98519209d7e51d5860e6a27
PRJ-HSP,PRJ-HSP-WX-01,10,HIGH_WIND,1.092705,0.5,1.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d404a5b521ed3b03ba38354bfcfdfa7bd3261141529672f2f1482f4819340132
PRJ-HSP,PRJ-HSP-WX-02,150,EXTREME_HEAT,0.454197,0.5,0.91,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3470f17d97a627d00b9acce03b49ee22eaefab632da290b768912f66806018e1
PRJ-HSP,PRJ-HSP-WX-03,258,SNOW_ICE,1.304943,0.5,1.57,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dfdf482c9ecdb27ff8611578cc97ad695711ad011064354a7225be6a5ec0cc60
PRJ-HSP,PRJ-HSP-WX-04,257,HEAVY_RAIN,0.881562,0.5,1.41,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,297cb71aca407cd440cb79ac860c6e49fa491ee75473e35315cad4565851b567
PRJ-HSP,PRJ-HSP-WX-05,280,HIGH_WIND,1.122572,0.5,2.25,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0d33cb87c273f99fbefd4753abedc8b657837eb848050dee8a5bad77730f8a27
PRJ-HSP,PRJ-HSP-WX-06,289,EXTREME_HEAT,1.46015,0.5,1.75,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,638a5970134c163e003d212bde71d005e0bd6af187763e863e41c76051afbe31
PRJ-HSP,PRJ-HSP-WX-07,217,SNOW_ICE,0.824,0.5,1.32,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8910b50fc1527d8d744a570eeea26ebc3d330cf5e78da3b50549dce24f08a05f
PRJ-HSP,PRJ-HSP-WX-08,69,HEAVY_RAIN,1.07728,0.5,2.15,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ddc887f9ced52bab6ecfc976076c62a80f83dec040255cb45f046254104f311e
PRJ-HSP,PRJ-HSP-WX-09,337,HIGH_WIND,0.298215,0.5,0.36,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,90e7081cf8ad18e9ba485fe5fc389d76eb58485a108dce2880379c7c4c7a637b
