project_id,period_id,status_day,baseline_finish_day,current_forecast_finish_day,required_finish_day,schedule_margin_days,p50_finish_day,p80_finish_day,p80_overrun_days,probability_finish_by_required_date,critical_path_activity_ids,schedule_compression_index,monte_carlo_iterations,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,P01,50,319,344.49699,351,6.50301,346.889606,355.374796,4.374796,0.6564,PRJ-AIR-A01|PRJ-AIR-A02|PRJ-AIR-A04|PRJ-AIR-A05|PRJ-AIR-A06|PRJ-AIR-A08|PRJ-AIR-A09|PRJ-AIR-A10|PRJ-AIR-A11|PRJ-AIR-A12,0.909176,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4ad8dd31a6e4c859c02b845bccdec076f43ec86e1f9d6ed0a6327198304993aa
PRJ-AIR,P02,100,319,344.282245,351,6.717755,345.780183,353.822816,2.822816,0.7076,PRJ-AIR-A01|PRJ-AIR-A02|PRJ-AIR-A04|PRJ-AIR-A05|PRJ-AIR-A06|PRJ-AIR-A08|PRJ-AIR-A09|PRJ-AIR-A10|PRJ-AIR-A11|PRJ-AIR-A12,0.90809,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c3a2b01ecafbdaff7f900194173c329a9672881739b9425cbf50a814ec63a72b
PRJ-AIR,P03,150,319,338.524606,351,12.475394,339.280075,346.186639,0.0,0.9312,PRJ-AIR-A01|PRJ-AIR-A03|PRJ-AIR-A04|PRJ-AIR-A05|PRJ-AIR-A06|PRJ-AIR-A08|PRJ-AIR-A09|PRJ-AIR-A10|PRJ-AIR-A11|PRJ-AIR-A12,0.906617,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e8acc37415e5e80e33321c46331a693f4dadb1b023f22b212d0fd19c5cf19bd8
PRJ-AIR,P04,201,319,344.384606,351,6.615394,345.786236,351.542966,0.542966,0.7772,PRJ-AIR-A01|PRJ-AIR-A03|PRJ-AIR-A04|PRJ-AIR-A05|PRJ-AIR-A06|PRJ-AIR-A08|PRJ-AIR-A09|PRJ-AIR-A10|PRJ-AIR-A11|PRJ-AIR-A12,0.911707,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,95c460aebf8aaf48e2e1c8aaab9a7d2e66bb3ea7426eb2e31d7f587ab2feff50
PRJ-AIR,P05,251,319,342.582228,351,8.417772,342.60257,346.569828,0.0,0.9716,PRJ-AIR-A01|PRJ-AIR-A03|PRJ-AIR-A04|PRJ-AIR-A05|PRJ-AIR-A06|PRJ-AIR-A08|PRJ-AIR-A09|PRJ-AIR-A10|PRJ-AIR-A11|PRJ-AIR-A12,0.905214,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,185028f68b247f5f2c7063169aa8cf69b62d70e3db6d3b0861e567ed2e0becc7
PRJ-AIR,P06,301,319,349.800115,351,1.199885,349.969523,351.787925,0.787925,0.6896,PRJ-AIR-A01|PRJ-AIR-A03|PRJ-AIR-A04|PRJ-AIR-A05|PRJ-AIR-A06|PRJ-AIR-A08|PRJ-AIR-A09|PRJ-AIR-A10|PRJ-AIR-A11|PRJ-AIR-A12,0.903045,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3798d0a671de4a7fcfa37013da0d723bf29c9edf5ffb666a93a5e6c9ebca23da
PRJ-HWY,P01,44,279,286.485187,307,20.514813,289.310618,295.735221,0.0,0.9888,PRJ-HWY-A01|PRJ-HWY-A02|PRJ-HWY-A04|PRJ-HWY-A05|PRJ-HWY-A06|PRJ-HWY-A08|PRJ-HWY-A09|PRJ-HWY-A10|PRJ-HWY-A11|PRJ-HWY-A12,0.96148,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e1dae291054051caefa9e480f4cbbe4c09094068bff3a8641bd1cc3df431b57d
PRJ-HWY,P02,88,279,289.279115,307,17.720885,291.473388,297.658562,0.0,0.9856,PRJ-HWY-A01|PRJ-HWY-A03|PRJ-HWY-A04|PRJ-HWY-A05|PRJ-HWY-A06|PRJ-HWY-A08|PRJ-HWY-A09|PRJ-HWY-A10|PRJ-HWY-A11|PRJ-HWY-A12,0.96047,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9dc3b59c320b5f1be3c74717eb29071b3bcdffc693029b8f5bd0616807dd84a0
PRJ-HWY,P03,132,279,287.473774,307,19.526226,288.318115,294.20528,0.0,0.9976,PRJ-HWY-A01|PRJ-HWY-A03|PRJ-HWY-A04|PRJ-HWY-A05|PRJ-HWY-A06|PRJ-HWY-A08|PRJ-HWY-A09|PRJ-HWY-A10|PRJ-HWY-A11|PRJ-HWY-A12,0.958497,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,22735662f5f5affbe633e53eb81fffe65bcb2a2d7ea17697659c38770bf08eca
PRJ-HWY,P04,175,279,288.372182,307,18.627818,290.061591,294.545181,0.0,0.9992,PRJ-HWY-A01|PRJ-HWY-A03|PRJ-HWY-A04|PRJ-HWY-A05|PRJ-HWY-A06|PRJ-HWY-A08|PRJ-HWY-A09|PRJ-HWY-A10|PRJ-HWY-A11|PRJ-HWY-A12,0.966751,2500,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,17d4ef787996e141dca7620ca01d6ba3a6730ce7dac5f2a54a8d87864d3cacd7
