project_id,time_step,backlog_start,new_work,work_completed,rework_generated,backlog_end,cumulative_rework,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,1,55.0,19.448484,21.304433,1.801411,54.945462,1.801411,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2928679c1bbb7c35a8b49303076def3afc2ed2cfb3cc32aa77482ae8210e0eba
PRJ-AIR,2,54.945462,16.503431,21.268867,1.221399,51.401426,3.02281,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4d9edd3e66f2cb6ce75bb6749808a287b499562f4792c3b37cdd48c19d74e454
PRJ-AIR,3,51.401426,15.663086,21.2333,2.033469,47.864681,5.056279,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9a22872c5955d1776cfeacd6486bb83af0566de9a77ab2ad09b8fc01c97803d9
PRJ-AIR,4,47.864681,13.449987,21.197733,1.449275,41.566209,6.505554,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,085b8be82e3c8dbaaf5001d5a22198d76948f43aa9f481edb0ce13fcc6c2cb19
PRJ-AIR,5,41.566209,13.230416,21.162167,2.143051,35.777509,8.648605,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ab23e9cd63b7cc880f8fe741fea7e32764df6c948e6b8f6520b1f00ad1abed14
PRJ-AIR,6,35.777509,15.361948,21.1266,0.796606,30.809463,9.445211,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e05590a890f229716447c1e980badc45463df3cebe7d5f63169e6baa9a4e0553
PRJ-AIR,7,30.809463,8.721385,21.091033,1.153834,19.59365,10.599046,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,72c6981945e2a551a50bddb809e8ffa39ffc4ff4872c39ba870ce10eeeceac38
PRJ-AIR,8,19.59365,11.222402,21.055467,1.036632,10.797217,11.635677,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c8534964d6f492530d0a45af53a3754f19d2b65150f47717af5394675f46efcd
PRJ-AIR,9,10.797217,11.943675,21.0199,0.44047,2.161463,12.076148,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,768efcbe022050a0e2e5ffa0c9fe582f82dcba25ffe9b485a3de8b86819e241e
PRJ-AIR,10,2.161463,9.800194,11.961657,1.301354,1.301354,13.377502,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1dd1d3125e31d52690f6690f045e186d91a9d7c28c8095d4048c562557b0ab71
PRJ-AIR,11,1.301354,10.700597,12.001951,1.085293,1.085293,14.462794,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b523ed70ded39f06d7cacb04982df434f31b7656debe63bc58a9f92ee5250b06
PRJ-AIR,12,1.085293,7.530861,8.616153,0.503577,0.503577,14.966371,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d4a0be9befeaad2f46072127ff476a79e0200d90550568444869b5872c3cd39f
PRJ-HWY,1,59.0,17.555392,21.699773,2.542541,57.398159,2.542541,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3b583b57350401a34aee5ca60cdc7211d0507d2194f5cdaf769875f442f9ec1e
PRJ-HWY,2,57.398159,15.978779,21.663547,2.096445,53.809836,4.638986,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8d41951c8ae00026aabee031f245f3b4d45695350281536c5c4f29a92e216e72
PRJ-HWY,3,53.809836,13.854127,21.62732,2.421029,48.457672,7.060015,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,19766f10fbb93b24475b962dbd7e2111d43a0e6daa4251f304cb67f5f5f580b5
PRJ-HWY,4,48.457672,14.947637,21.591093,0.962218,42.776433,8.022232,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ad015af46602c186a45aae97210b78b75017d40800320fcfaf011d7e1a100f10
PRJ-HWY,5,42.776433,14.28524,21.554867,1.674784,37.181591,9.697016,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,954aed62f6bf4a3e2577c9015faacc671827b66e0062c0c325662b42550327d8
PRJ-HWY,6,37.181591,13.709391,21.51864,1.87498,31.247322,11.571996,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,10a10155fea87461e47701dff8b355d5165f97b9c983d1fd9ae75f4e813175bd
PRJ-HWY,7,31.247322,10.776128,21.482413,1.710599,22.251636,13.282596,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b8f9ddabe0ce738f4967ee0898506970f5e5095c1465a0c52e2708f598c3d9b4
PRJ-HWY,8,22.251636,9.264473,21.446187,0.958936,11.028858,14.241531,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c6e5f2b63b3d1388620cd963cce10e9cbab45a9f716b185819256261ce982034
PRJ-HWY,9,11.028858,10.096585,21.125443,0.446291,0.446291,14.687822,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8ec201f7f0f855063a8a6fddfa2854d67067cda9f0f01d353b6c5d562634522d
PRJ-HWY,10,0.446291,10.199226,10.645517,0.98318,0.98318,15.671002,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a00a45b1176ebc3ce916e69f73839f5033ee7e18eab5030caeaa48af66d6f94e
PRJ-HWY,11,0.98318,9.463684,10.446864,0.411847,0.411847,16.082848,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5bd8a984a222cfa92ed39650bbd478399808a33b4b04cfadac7bbe839efa3bf3
PRJ-HWY,12,0.411847,10.379964,10.791811,0.0,0.0,16.082848,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,98c3b321f24f1014322287cb0159cf3e0b53997e5e52c5f503f93945be0b142f
