file,bytes,sha256,row_count
README.md,693,eae10022792d43c50fbcf8523293299b17fa4b5c1a71227b05ef083547164baa,
abm_ground_truth.csv,1406,f2c99f970971b195b677a4996345fca8879daa593c66af4ceef3a06b1235da56,6.0
abm_rule_ground_truth.csv,2995,5648eb83c77a72914a4a32bc610a366a786ed04796c827f1289707a6259025ee,12.0
activity_weather_impacts.csv,16572,a11416f259da47ea144112bab536cd0bbb5b22fd63eadab73f8abf916125e375,72.0
agent_decision_rules.csv,1342,73419d92dc07d771732758908b78257e2d376abcab1c3e4c57dd291b994bbc7a,3.0
agent_state_history.csv,165272,67c51f22f2f1782600c794b685ee9e740813714e0f43e2f3c45315fc0c9b4590,576.0
agents.csv,12030,361ba746908553b864d4ea6cb52eeaa020894ba17c75bb1c2fb67656e8c72777,48.0
ccpm_buffer_sizing_inputs.csv,19142,6caec92889b933009a213bc6c9136da14e01690429c386498a3717a4fd773072,72.0
ccpm_buffers.csv,30805,bb9fb7ac66e1705bf3e2a2bad81391c14db671fcc2d3772602b06b84c57ca1f6,108.0
ccpm_chain_activities.csv,15468,23f74b0a0b45b0e16d1c561a3324261f04fe081f6a6b41a29c70f34c10711dee,72.0
ccpm_chains.csv,5065,4c829753a7c876f39a97db1f676abe244d21307d961d77c70fe94625e642569d,18.0
ccpm_ground_truth.csv,8084,eed1d5b9d45e631731bf5c7dda23741f1a7181aa237661d3601880b3627faaf8,36.0
claims.csv,9438,ecfd871d585448a21ab8f1836913ee45232d7fda596b86aa3dd151a02439c8ad,36.0
cost_correlations.csv,125516,403a36672322603e73e4454f3315fb8d535f812da68f067645a9c2984928829e,600.0
cost_elements.csv,18613,1693f54b29280c57f9f64c62c8ddd95e539c26d58e429a9322a05e9e6af437db,60.0
cost_risk_component_ground_truth.csv,32057,6b17d401a14a4ec57bf7e337d3737b373d7cb02eb568590a76eb56fa33380a9f,96.0
cost_risk_events.csv,10563,d5b7d3d5e970099d8b11ff8c7847dbdbbefdb7137278d47a7d2cd4062742a401,36.0
cost_risk_ground_truth.csv,5304,6e4906a4c2cbb29d538ac23554ccef01dd3475cba48e081262f26f9299d732b2,6.0
des_entities.csv,26007,daabeb1949d1d4c03fb8d99648abd3a787db3494357dcbd25474461fb99b18f2,120.0
des_events.csv,155594,757adafdff18e7cdcee5a3cc000b1f247fc74ecf47c91f1fa7bd22c4c04dc9a1,480.0
des_ground_truth.csv,2065,3fbd027517021fe80943811214f15f4d08de861696d6cfcf66228c49f9912059,6.0
dispute_events.csv,24162,7e107dd0027de8029ef64ec53f9448ba3bc3c80f48c4f0dac2eaa3f19427e0b1,108.0
dispute_ground_truth.csv,7619,4bbd3d83a44c889b595ed03eb0ceab2972c9af9432ecc04c0b3e442bba988439,36.0
dsm_contract.json,1511,2976ed4dae44229877322898cd979a6f51933b608b55afb92ac93bf622d77473,
dsm_edges.csv,12960,c1231fb8be6872b19081521b45120576ae039746f7d80f24650e0146611f83d4,54.0
dsm_ground_truth.csv,46519,43d0a3ea0730df7a7537ccbf0fa88a5a60f24c84db8f7e975b28789ead52d485,36.0
dsm_known_answer_edges.csv,3285,409e7ae92daa2b3ef7262981fce6d41ba617d6efcbb5845334035e020122d457,15.0
dsm_known_answer_ground_truth.csv,5252,de21ff7b38b8860f9af003b53224bdb2d9a36e56f449a4aa2bcedd426a4d8fb9,8.0
dsm_known_answer_nodes.csv,4575,60ee587c0828393e9a58ec292ed8098c6359c36c656698d3f01ffafacd9912a2,22.0
dsm_nodes.csv,10242,c72428a3658f3492398f23610e0e49330955bf8282ebafe4e192940b66fea287,48.0
environmental_assessments.csv,84764,9f47c75ba155f362ce745959252f7956ef37a90a84e02de0cd3404734ff85309,288.0
environmental_ground_truth.csv,7563,5a52adee291eb421bfe1cd315015f7643b4e58f0ceebae58e8fecffa45fee4d3,36.0
environmental_requirements.csv,14085,938f6886832552d4c484bd4dd3afcdce6d369aee31fd7be2add6b4cfc76010c7,48.0
