project_id,period_id,project_buffer_consumed_days,project_buffer_consumption_ratio,buffer_to_progress_ratio,buffer_exhausted,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,P01,6.7837961,0.45311002,1.91673014,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5590d2ee7784b5cfc1480d5b0dc71d7ea40dd644479797e11593563161506ed5
PRJ-AIR,P02,8.20076704,0.54775375,1.39302115,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e43cc03ea0431a95ef87cfeb14eb20da55ede97bf701848f8f22b23a26b1559b
PRJ-AIR,P03,8.11044703,0.541721,1.09409433,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,33ec67ef06bb29b534571b99788872f7a9c754bc22b9c78dbd4de70c99df949c
PRJ-AIR,P04,9.9312808,0.66333993,1.14832799,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4818a53b119f68c2408f908f31905d07796e40aec1ecd6d0b7f09bf0ba0f5542
PRJ-AIR,P05,10.76549262,0.71905943,1.02360391,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7bc48c0698e72b73d7e11702324b41cfac21bab354e8c093684c777d82dd9d04
PRJ-AIR,P06,13.1150691,0.87599467,1.07400487,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1e905418da0a3f29ac4c485d8a432ea6b73e44ca0f0b882eb683efd006060129
PRJ-DCT,P01,1.59639553,0.14109886,0.62,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f38cc9bd53195117d9a5c182665d25c83d2aaebc07b5a80319066f60fc7c73c0
PRJ-DCT,P02,3.07221083,0.27154012,0.67537516,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ff75f73a03f1ad7f0d2124460e084718d51d9a8ad08c7979e2e5cdc74af5bdab
PRJ-DCT,P03,3.83039539,0.33855294,0.66955836,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7b56ea8c608d4e94062a624de646b0e8700307909446cc1e55f1c105b6641826
PRJ-DCT,P04,5.01108111,0.44290891,0.73299194,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b42bd2d0ce4e85901af19813641954e8a18d2c5e04ae2a696d3e0a7e7647093e
PRJ-DCT,P05,5.89181546,0.52075341,0.71366077,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4bbdb18c2cb0c9fea0bcf330450304c7b361df993c73d02719738458f240e7a3
PRJ-DCT,P06,6.72265343,0.59418777,0.66622861,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,312fd293eb6c9069f4c1010ad6c0542a41e2f5025c23c80a4802f3a1e7ead9c7
PRJ-HSP,P01,7.29901051,0.48072796,2.10535885,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,380b5892cec1b7a4409720215752f8bc4c91b3f0d2b63bb510f8b546614d5154
PRJ-HSP,P02,8.98329064,0.59165814,1.58580967,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,96e44fd35de80750d19ecbc406d08b4ae803b11a6ab6146706fd7e708ef7f566
PRJ-HSP,P03,9.64860436,0.63547708,1.36795325,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ccda43d83111a3853e2d3a0f4ed003db3ff58348b520ac35925000d3836c75ad
PRJ-HSP,P04,10.25976315,0.67572926,1.22623381,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,824698b9410b4e881d8b159eb29d4c0028b100bdff2c40ad0280000243f90e96
PRJ-HSP,P05,13.28821384,0.8751893,1.33559837,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,caf422c8e461ac2828574836dc3322b8bfa0b60cb7d631ecada69bd8ab1435f0
PRJ-HSP,P06,14.48550918,0.95404565,1.21856614,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b7e2d5fff7b0b6ec3342448554c3191ef07ef6d1a64ab2dec567c4da0739018c
PRJ-HWY,P01,3.11835185,0.25593221,1.09167605,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4ee6c2159092c07d068783a2af1b17f080e4e27b0161fd1f572223682b617275
PRJ-HWY,P02,4.8539553,0.39837823,1.0019102,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fb1f3e160a305430125ac3499b919b8de70bfd82ad1e8b7e14e8056245ff716e
PRJ-HWY,P03,5.27322969,0.4327893,0.87231742,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a1d7bb3c24a83e9cc99f10595b20924e5ee66834851af46d64fd4ae83f887af2
PRJ-HWY,P04,6.09967788,0.5006183,0.85702927,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,eb0a66bfc54d825f893363241d5c94d96c6faa3c2df1ea1cffc74297a290844d
PRJ-HWY,P05,6.70556419,0.55034516,0.76771765,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,06607fae43d7e51fa4a909f5d4df3bb3bd77f596490ecae8a9506e379f1a3e05
PRJ-HWY,P06,8.75585956,0.71861886,0.84956223,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d6d65645b60dffd23eb1453252eb05f3f603043a31a9e7f4177db54daca4530c
