project_id,period_id,activity_id,progress_fraction,actual_start_day,actual_finish_day,current_remaining_duration_days,forecast_start_day,forecast_finish_day,current_total_float_days,current_critical_flag,schedule_version,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,P01,PRJ-AIR-A01,1.0,0.0,5.4,0.0,50.0,50.0,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0fd73d119981dc9d1d66d8d0432f942aefb68e670a6bc5413be9e83625641c6d
PRJ-AIR,P01,PRJ-AIR-A02,0.909974,5.4,,2.212946,50.0,52.212946,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,65666e0fb1685e9320e36a2775ea57a65b4c3573e0c8b4d586fccf4f5cd91b19
PRJ-AIR,P01,PRJ-AIR-A03,1.0,5.4,43.2,0.0,50.0,50.0,2.212946,False,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,24142df9bc0b6a8ee6de552d763293be54153f3950534aa40a4f11060549e3b6
PRJ-AIR,P01,PRJ-AIR-A04,0.316293,43.2,,16.346927,52.212946,68.559874,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c0cc0e498d2f2adc0ef2a681a0b7e1ea4a7849d445ace43d10a74fb31a8de39a
PRJ-AIR,P01,PRJ-AIR-A05,0.0,,,36.09625,68.559874,104.656124,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,98b550f24d4236fa250ab1bc625ce55e59ace2c2843e8127567463ba17a1e615
PRJ-AIR,P01,PRJ-AIR-A06,0.0,,,52.76775,104.656124,157.423874,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,626e206643864b670e344f52c9271613bfa444cabc5039706704f9d522a0c2e7
PRJ-AIR,P01,PRJ-AIR-A07,0.0,,,39.87,157.423874,197.293874,52.04125,False,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,edb5573d9b39c85b4ba6639d692cbab17ac7ca597210a6df1b0e0e3503b5ed0d
PRJ-AIR,P01,PRJ-AIR-A08,0.0,,,53.76775,157.423874,211.191624,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6f0627c6ab0f923c2a5b7ca7b9d5047379682641f64fb78338139c54e3995e20
PRJ-AIR,P01,PRJ-AIR-A09,0.0,,,38.1435,211.191624,249.335124,-0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,16596b33d0f7bea4f4d19a6db16042239ef716999d3f6bd270da319242173d95
PRJ-AIR,P01,PRJ-AIR-A10,0.046951,229.6,,46.125422,249.335124,295.460546,0.0,True,PRJ-AIR-P01-V1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,033f06d18be752d165edae203e9f619f7e44a47acbda62f90a2072400177096f
