project_id,source_node_id,target_node_id,dependency_type,dependency_strength,propagation_delay_periods,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-DSM-01,PRJ-AIR-DSM-02,REWORK_PROPAGATION,0.249591,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2928a98ba557950d88ec4e137beeceeb98cdd5835666dec304e06d9041ab5abe
PRJ-AIR,PRJ-AIR-DSM-01,PRJ-AIR-DSM-03,REWORK_PROPAGATION,0.220422,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6104bacb6ecbe47d77703400fbfabc58224762da05797c1fb1efa49d4e35d9c5
PRJ-AIR,PRJ-AIR-DSM-02,PRJ-AIR-DSM-05,REWORK_PROPAGATION,0.296438,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9e57015e4d85b6d5bdaf671460bf365d7fb4d7fffd8ab9feb724123f89050f76
PRJ-AIR,PRJ-AIR-DSM-03,PRJ-AIR-DSM-04,REWORK_PROPAGATION,0.275722,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d4e0c2a77a4e1e923ba54413e261804e9feb3732918e798308bbaf70ab0a30aa
PRJ-AIR,PRJ-AIR-DSM-04,PRJ-AIR-DSM-05,REWORK_PROPAGATION,0.236418,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,558821a979f0878f08f80322ffb1bad7f35bef605c31e76f4d1f3ca9f5fb6124
PRJ-AIR,PRJ-AIR-DSM-05,PRJ-AIR-DSM-06,REWORK_PROPAGATION,0.371304,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,37a483ee3e98d7d68c3369c17bcdec4ccb1ae5cae62f6ad50b0183e04a4514e0
PRJ-AIR,PRJ-AIR-DSM-06,PRJ-AIR-DSM-07,REWORK_PROPAGATION,0.373294,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bd138fb8f318a714f54f9a3958d9c58729da4920a0a25063f7f1808955ee1cd2
PRJ-AIR,PRJ-AIR-DSM-07,PRJ-AIR-DSM-08,REWORK_PROPAGATION,0.298985,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,29c8038e73adb22518ffc490e2a38f145e2116dc942f735b1ec0bf977586d7cd
PRJ-AIR,PRJ-AIR-DSM-05,PRJ-AIR-DSM-03,REWORK_PROPAGATION,0.066539,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,706fec573c263dca09f04bcb348624bc87189db28dbc09da7eedbd3ab1a28bff
PRJ-HWY,PRJ-HWY-DSM-01,PRJ-HWY-DSM-02,REWORK_PROPAGATION,0.28855,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a77742f4ae1da32b4621220b15dc6d872278e508184cd740895584068e6293c5
PRJ-HWY,PRJ-HWY-DSM-01,PRJ-HWY-DSM-03,REWORK_PROPAGATION,0.189416,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,41cdb5d11f3e45ad37ec854d2a74f6608b206c5da622fe983cb3e1408715a8ac
PRJ-HWY,PRJ-HWY-DSM-02,PRJ-HWY-DSM-05,REWORK_PROPAGATION,0.282134,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,35e7d46792d4e2185b99bcc5abb669117bcab6a682619270b8db0ca8ccb277bc
PRJ-HWY,PRJ-HWY-DSM-03,PRJ-HWY-DSM-04,REWORK_PROPAGATION,0.256281,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,137a69fbbfde6defe85eab3398c23241059b1a0ac803b2bf4d1bc0b1d2108fc3
PRJ-HWY,PRJ-HWY-DSM-04,PRJ-HWY-DSM-05,REWORK_PROPAGATION,0.261288,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,83060b0292552ddad859996adac7363af6d8d1418af2f4503fe8db0708220bd1
PRJ-HWY,PRJ-HWY-DSM-05,PRJ-HWY-DSM-06,REWORK_PROPAGATION,0.375571,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,de5f4b725588f122cacbc3de73cf1352026035de2962f8576d6aac217eb844d2
PRJ-HWY,PRJ-HWY-DSM-06,PRJ-HWY-DSM-07,REWORK_PROPAGATION,0.414195,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bb122edf1223b786a9650bcfbdb1c1b22eabcec131fb7c58507dcd389e38ff93
PRJ-HWY,PRJ-HWY-DSM-07,PRJ-HWY-DSM-08,REWORK_PROPAGATION,0.262471,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c8806b4076457daafe7d7c52adbbad26d33b802916ed2adb61421f1609350598
PRJ-HWY,PRJ-HWY-DSM-05,PRJ-HWY-DSM-03,REWORK_PROPAGATION,0.112181,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,224c27241e95db1b3a6d91987176f668523bbb5a2ac339b57c5a06637094fe70
PRJ-HSP,PRJ-HSP-DSM-01,PRJ-HSP-DSM-02,REWORK_PROPAGATION,0.208466,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,31c6c2cae6620bc8e89b10337e7d7a65c68cb3668251f9fe50e26689998ca8ce
PRJ-HSP,PRJ-HSP-DSM-01,PRJ-HSP-DSM-03,REWORK_PROPAGATION,0.208334,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0b8b07d56821c209efb39c37a0f6060a97e4c89865512f77761ff0d544779cc2
PRJ-HSP,PRJ-HSP-DSM-02,PRJ-HSP-DSM-05,REWORK_PROPAGATION,0.343427,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e902a14a113c36f068de0fd8a93a726e60d473acec2337a0ceb9cc44427b415f
PRJ-HSP,PRJ-HSP-DSM-03,PRJ-HSP-DSM-04,REWORK_PROPAGATION,0.263691,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cfd4650c7b9d641a88f8915bf11c444d4f96368c84e5d9bbdaf807a9aeb0fb3f
PRJ-HSP,PRJ-HSP-DSM-04,PRJ-HSP-DSM-05,REWORK_PROPAGATION,0.278443,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b0cead5e2e9fe082bff6587f92b759c340e7be5398b0ed95943ea180e3be80c1
PRJ-HSP,PRJ-HSP-DSM-05,PRJ-HSP-DSM-06,REWORK_PROPAGATION,0.356045,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5a14fdeb2ebf85120a1fdab29209c545bde2d039cd4ea598aa00c6e5124cc85a
PRJ-HSP,PRJ-HSP-DSM-06,PRJ-HSP-DSM-07,REWORK_PROPAGATION,0.373203,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a41755be07aeb391897433ab0fee6da2f855fd424a08edf25fbb81fd9642cc49
PRJ-HSP,PRJ-HSP-DSM-07,PRJ-HSP-DSM-08,REWORK_PROPAGATION,0.340417,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8c8f2c769f573bf6086e67d759930a48cca249619166bfc29c145b70ffe0676b
PRJ-HSP,PRJ-HSP-DSM-05,PRJ-HSP-DSM-03,REWORK_PROPAGATION,0.138551,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,68448ed326c6dbbc6a270edaa3730ff56c3d7a64e4cfae78294ebae74f260de6
PRJ-WTR,PRJ-WTR-DSM-01,PRJ-WTR-DSM-02,REWORK_PROPAGATION,0.214659,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6843e2fa2481656b1748ed4dce292a18bf9ccbdab438bc84a5014b883c590eb4
PRJ-WTR,PRJ-WTR-DSM-01,PRJ-WTR-DSM-03,REWORK_PROPAGATION,0.202124,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fa9d12caf266c816d04b8c7bf39b3e734491441abaeb16ece0de0ad561f85690
PRJ-WTR,PRJ-WTR-DSM-02,PRJ-WTR-DSM-05,REWORK_PROPAGATION,0.307805,1,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,97817eb35f8e617774f471dbc18c938914c39feb6836b6afa5fa4be965c06b79
