project_id,predecessor_activity_id,successor_activity_id,relationship_type,lag_days,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,PRJ-AIR-A01,PRJ-AIR-A02,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bc52bcb12318726f1926d05fe065b1059ad005b4686a30e7a6ed22d1f31fb1c6
PRJ-AIR,PRJ-AIR-A01,PRJ-AIR-A03,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,99457c05db0c951aec2e868f95a501fda4c676a179e5a0d1714b51ffc1b8fec7
PRJ-AIR,PRJ-AIR-A02,PRJ-AIR-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3640aba03cbaeae60466cbe6741019672b1acff3f2d2889176d64472ab102c23
PRJ-AIR,PRJ-AIR-A03,PRJ-AIR-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,76509350648883ccd797f8269b6bd3150c12b806db4ae633518fd607adcdcbc1
PRJ-AIR,PRJ-AIR-A04,PRJ-AIR-A05,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7934fe35b00fc31e8d582ae60689b7800861a506208eb4e05082bac3eeed8aa9
PRJ-AIR,PRJ-AIR-A05,PRJ-AIR-A06,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4a9ebee57ec5a18c8b3f799ee37608a898c398fb97b1dd3ed8a0df9229c8560e
PRJ-AIR,PRJ-AIR-A06,PRJ-AIR-A07,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9550b8fb57ee7820fec708111d9a27f53dbb89afe3d515bc430576b68337bdc4
PRJ-AIR,PRJ-AIR-A06,PRJ-AIR-A08,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,da369fc2f69ba1201c71cba6bac24d54b712a01efca92e8faed1a6cb01817209
PRJ-AIR,PRJ-AIR-A07,PRJ-AIR-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0196aa64538e5ce8c7660f6be09b049b1a491013f609aad2586e3bda9d927f4c
PRJ-AIR,PRJ-AIR-A08,PRJ-AIR-A09,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e5f9f6bddc98e19295654ddb5e9cb30a487fdc86403975aecf90f17ca9f08aa0
PRJ-AIR,PRJ-AIR-A09,PRJ-AIR-A10,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9de61fa71f18e8cc240d7f28810aae2a448b682f75241ff3ffdcc221964075d8
PRJ-AIR,PRJ-AIR-A10,PRJ-AIR-A11,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8792fc925fcd43110b5990e31c47c6c298d8798190e81a41a541da4bd98c18bb
PRJ-AIR,PRJ-AIR-A11,PRJ-AIR-A12,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f2a9e9138aa517fac5a8df9265eded7f0fb2ff289660aebb545da96f20c76379
PRJ-HWY,PRJ-HWY-A01,PRJ-HWY-A02,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e3c34856b698a314253cabbac1ce5a1c08f9a38fc3589a9df16917f242c7dfea
PRJ-HWY,PRJ-HWY-A01,PRJ-HWY-A03,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,73703343032b48caab7020fbb047a760ba9a54a6a882fe3f92be897096360db0
PRJ-HWY,PRJ-HWY-A02,PRJ-HWY-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fbebaa181a9361f9182518aff939edfe975c8ef736a555a397819ec3563c742a
PRJ-HWY,PRJ-HWY-A03,PRJ-HWY-A04,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bc2cfd4de512dc22b4d98565282b9847a8b658a7a13c95830047faa75fd1e130
PRJ-HWY,PRJ-HWY-A04,PRJ-HWY-A05,FS,0,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,78790faa30e93dd441934081e8737b661a6fdb49d29c6b76f6f23edd7b43763f
