target_project_id,analog_project_id,similarity_rank,distance,analog_cost_overrun_pct,analog_schedule_overrun_pct,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0001,REF-0085,1,1.886738,0.153222,0.260764,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e4349f276b0b6cf5efe314a30510a1370048a87e22ca77eed9325be690ce92f6
REF-0001,REF-0277,2,2.177615,0.189851,0.217225,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,173a749871bb098c4cee4a737e0e97257b999fba56673b5e1977d9b8415c326c
REF-0001,REF-0073,3,2.191749,0.261087,0.171359,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2e2021ad51df321f1dfa042878698aea12e0921529ca92a32c01afdfb8132b1d
REF-0001,REF-0091,4,2.244964,0.099387,0.062938,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,800bd594665094783c7979e271c81c58bc5416de0c0557c0a650b74ca3fb4881
REF-0001,REF-0301,5,2.271635,0.135309,0.023048,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,26a21d71c317d9ecd70fae916c7b962bf09017881e3e1267fc153e92b7c8164a
REF-0002,REF-0308,1,1.53875,0.069111,0.178945,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,db1d8710d6062c8023ba400f0aabaf48121e8ce12dfad9813473cdb45006eda8
REF-0002,REF-0020,2,2.01308,0.193876,0.140033,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,40c8800f966b1f1fd566a68e07c5e347c11933815a38d504d61c5d4e547cbf0b
REF-0002,REF-0206,3,2.188945,0.287575,0.236011,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,111793860e0df28eb7c8c93bf64f40511980f9d8893d901c36a4624b2cd3f9dd
REF-0002,REF-0278,4,2.28353,0.249026,0.200213,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2f026043dd74e17700ee057faac465f520d85cb8fac0b3b0304e4a9cc11384e9
REF-0002,REF-0242,5,2.351027,0.149094,0.07718,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b185c09a79fc3f158d84198ecd1f5e8c622fc44acaa38cf4a7d85004f50e3b99
REF-0005,REF-0029,1,1.709301,0.262776,0.183572,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b83998003791a154bc24d4c3aaa71b16c528d123561051c589990fb51d572d42
REF-0005,REF-0053,2,1.791312,0.247821,0.184783,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8eebe28300554046939c495054dc17bc395d6e73981f9d2136e8aaab55db5605
REF-0005,REF-0197,3,1.983057,0.155386,0.146604,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,24adcfe7875fe0546af76cc33827a9967629f033a7e51870091c0ac41aee5fba
REF-0005,REF-0137,4,2.028727,0.083332,0.225746,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4c25fea7963d91148994419fe8a88a955e935744965af897905736901714b2d2
REF-0005,REF-0125,5,2.037712,0.260639,0.226583,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,990f2264d84c3f897bd454a859878be65271f0903e978baaa55ca6ae382c4227
REF-0006,REF-0126,1,1.257879,0.22293,0.09593,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7884fc496a521f982b67860b284dfeacd4b31d1d18fdbf4116eb066fae833180
REF-0006,REF-0186,2,1.495253,0.156446,0.163416,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d6a9fbe8038048d985ccf99dfc8ed82e13baa0ee3e3040c587a62c0c8896a306
REF-0006,REF-0342,3,2.030799,0.195033,0.106493,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bac025ec78f17bdb2157fa9c7b611f5fc25a3656ecafc174f0c2b4da4ce4f0be
REF-0006,REF-0276,4,2.043593,0.153143,0.127528,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1774896928e20bd6968da24785bd35403e3466a90fe9e934e4553dcc6fb641c1
REF-0006,REF-0270,5,2.136417,0.013143,0.004272,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,24e33997d1f9690a655b986ccf6ef5e824b5ec3ae09545be72452941df628e71
REF-0012,REF-0084,1,2.141194,0.1184,0.06997,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,32bb4d71464367fc5e8f7bd89d4a6fe33fef85db417638f2a9e24608cf2740a9
REF-0012,REF-0360,2,2.275332,0.13,0.149262,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c83e2f78f5e3765481620be69b26ca6fd41224f6db68b44e910ed1d2f571aa86
REF-0012,REF-0066,3,2.474501,0.118224,0.197521,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8b44457719ec9c6f848fe075d7ff24c822261f788f854f6c8235a11f60788a45
REF-0012,REF-0060,4,2.587105,0.703622,0.712016,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,59c57819cbbbdce5d01d2d8e65f65a2d83d9f003ff25d09568fe00d6b97413aa
REF-0012,REF-0114,5,2.684589,0.104311,0.137642,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,380baa89ad1d9506e9edea062297a7cf58937acbcf114e3048b824a5a2b83431
REF-0013,REF-0301,1,1.923471,0.135309,0.023048,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d386a64a297fa8a5b6fcdfaaa58119d4d323da4e2ab8d3f46d3d5db94e2b3dd6
REF-0013,REF-0295,2,2.257375,0.112603,0.169904,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,03060d23c88725cd511860cf7a9c0d33b6cc33610d9ceeb116568a53e6ba43c8
REF-0013,REF-0043,3,2.364694,0.740169,0.411976,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d48e6f2c6516d4e9503167c5796e8b6a67d1eb510e304204ad530aabf6486a03
REF-0013,REF-0223,4,2.402582,0.044313,0.064971,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c2a9f0d14a954e8264d4826dc6888ffdf07d861bbb50f45a27363787339afb53
REF-0013,REF-0355,5,2.645146,0.193359,0.046786,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,251b0fb16a2b32ef029843788b9885bd6d40c3fe569a9f4ae5b7d936e00ea08a
REF-0016,REF-0112,1,1.686186,0.189935,0.232338,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8ead3dfe1998e17f948620b5a68c35a97bca2716291ad04d4a26a5c7a2be2a10
REF-0016,REF-0208,2,1.873178,0.234449,0.250651,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,227e44b1477b9787b76cf53b1f754178e1b0c617d57fc750d37eacf5389d1f46
REF-0016,REF-0010,3,2.000606,0.085247,0.165486,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f43c0470f671ce9f8d676202d6a89c288f2f47628b8e6be9d4e1ef17f131e321
REF-0016,REF-0352,4,2.161014,0.440992,0.442118,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cfe9207d6fd01573131185ed25a2bc914d99dd772d208a9d5008fd57c8cfddd5
REF-0016,REF-0070,5,2.285508,0.194303,0.270039,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,55450648849253594d127d91020acf5adbddcd023fcf7bd341cef6e659223f58
REF-0019,REF-0355,1,1.453288,0.193359,0.046786,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,069cf833dda501db5a5d73f08741589ceb402002acfa59806b09b1e34bb79fc3
REF-0019,REF-0211,2,1.737264,0.114219,0.227707,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,40c14d66270534a48602bb6336bcc08877a0e9302bfe5ac17d338f3900349771
REF-0019,REF-0091,3,2.165237,0.099387,0.062938,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a3346cd999ea7e6c42e67a01c0d9219c5ac8b9143235caa2bc8a32530bf69555
REF-0019,REF-0235,4,2.408116,0.141785,0.256716,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8da0c5b463df968f28f3de54d0b27981f860261caae9cc476d25598e5b76affd
REF-0019,REF-0187,5,2.497984,0.11987,0.078777,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,91e3fbd2d3b491f239d67197888da056b52a736a0dff1383315a295cac1bc7b0
REF-0021,REF-0207,1,1.261045,0.205646,0.116261,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1a6c5fcc5177a657d0826d48bc35651e3dc79a2652379b070528f4e7e6c08c76
REF-0021,REF-0357,2,1.405715,0.143068,0.147862,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b0703561b00aaa17ce68d3f57b482cad4bc5a6d280a03fd419b40de0e896af51
