file,bytes,sha256,row_count
B1_reference_population/analogous_pairs.csv,26118,c01e80305734f80cd1e7694c49e2aee15586b8b49ad7d6de8ee2a9adaeadbc02,120.0
B1_reference_population/anomaly_labels.csv,68745,666c3d0927a6f5a2ee1688f5f896a31b2e85dabc55c09180c8e6ac46798dd73d,360.0
B1_reference_population/ground_truth_model.json,859,5a38be2595f91e28e24c8544fddd097b31f595e052630ba51bee5e44b83e149a,
B1_reference_population/inflation_index.csv,362886,0b151497d6886f2e1387ec809ed2d2ad18db66bbe6d796908000556ee3d161d9,1536.0
B1_reference_population/parametric_cost_training.csv,103560,d68a4432751f8ddecdd6a0617c5505c54cbb4cb91dbc7950c2dd2c822391ad40,360.0
B1_reference_population/reference_class_membership.csv,84520,33a474a4deddb5be1b4633fb25f6395d9d771af8adedeb699e1cfea8006634a3,360.0
B1_reference_population/reference_outcomes.csv,82221,0eb51155c0d09ef56025f8005c23cd33a6aee02292dae6b4b1fc92fe826684d5,360.0
B1_reference_population/reference_project_periods.csv,670184,f35e8e8515562afb8615ac9b1eea2734a014bd54552ec7764c1cd7fc5eb85dc7,2880.0
B1_reference_population/reference_projects.csv,123026,cef6f117d3626d2d059c11a21512c741b149ef85d723a3c31cedf958b1f8da44,360.0
B1_reference_population/rough_set_decision_table.csv,77017,d13f3543df9d6cc12af6da2c6a8ff138a3d84f6eb3a936f226c9668dab6e7f24,360.0
B1_reference_population/split_manifest.csv,71579,f32643bf8848b8e32e6bc63235644cca0c4f9240136ad99d41849d00e0ce3830,360.0
B2_expert_epistemic/belief_rules.json,7680,97ef16d464f273ec035680de74afb65184eb335ad0a9a2b169198d7f1574cf95,
B2_expert_epistemic/ds_mass_assignments.csv,79027,247e07d60c5da0a733e379bb413dae88fdd7d6047b869c02636a2845e640539f,360.0
B2_expert_epistemic/epistemic_ground_truth.json,5259,d0c3efa1400817778139891496b3390c6ccc58932e83729aed37c18dafa4aeff,
B2_expert_epistemic/epistemic_scenarios.csv,5519,cec6226e17aa952c8368cc2f3f73d988f965e719244f6a3dd007dd210f73440e,24.0
B2_expert_epistemic/expert_profiles.csv,3244,4577993cc708b19818a0da5aae46db13b43eb0a607b2ac42e77255c763a29a75,15.0
B2_expert_epistemic/fuzzy_memberships.csv,102500,5564fde1f444e0bf70b137d1dd92afd075026f21f1d5111c1d068918c0111ea4,360.0
B2_expert_epistemic/plts_assessments.csv,79938,9462e59f4a058961a4f15d65ee712a4ff10d27688a13c7456095336434accb13,360.0
B2_expert_epistemic/possibility_distributions.csv,78507,a303b0df4a2db337188d1c4975b779192865f3a27721c93eb991ac28e29dd35c,360.0
B2_expert_epistemic/z_number_assessments.csv,91256,0b4cae4a0f5ed09f0b27d8ced6093125d178e3f9e8bc286ba106c6e4bf1b1fa5,360.0
B3_decision_optimization/action_scenario_outcomes.csv,84652,3999409cb579ffe31b208a8ff4b976d08221a4ea37e7a538c13c1be2be7b0822,360.0
B3_decision_optimization/actions.csv,17626,171aa9f5ca57201d1beede00b82c4f14d8f0809e21f87ab88a53f2c2aa9179a3,72.0
B3_decision_optimization/alternative_criteria_matrix.csv,16247,3ed2143e44e21a522c33e267a6b58477fbd0754d7c253259a59277f484055b8a,72.0
B3_decision_optimization/constraints.csv,8740,bac35a12ea3db2fe18161868a403ab7fd1ff716da112db0431101dfbb32dc749,36.0
B3_decision_optimization/criteria.csv,13933,b31b102d3d6f5581c0aef80d6574b812ef62886261b14db608f597328960214f,60.0
B3_decision_optimization/decision_problems.csv,2949,7cea8a90e80ae1bb59317147be396e0a4c3fafe256127802c9ecfc68403dff42,12.0
B3_decision_optimization/ground_truth_decisions.csv,6452,e347ccb53552528747fae4d4f9bc55b30d410f9bf5ec540b154c458dd12bd82f,12.0
B3_decision_optimization/lp_model_schema.json,317,e1bfa8c054a574b0c6fb1e733073bcedb4d6c9c959735821954cb457306b4816,
B3_decision_optimization/lp_models.json,24183,4624480666fa965ff96d963cb382956cd3511a0a6a1a0f86348a407ecdf9633d,
B3_decision_optimization/payoff_matrices.csv,75435,f057c3f7f93cb3c3c7c34a34554a5a28653d0744c482e6fd3e2d8359248936f3,360.0
B3_decision_optimization/scenarios.csv,13969,492a6146b1c8b235fee60bb2bdef81eddffc7761445d1028b21db44d4680f23f,60.0
B3_decision_optimization/sensitivity_cases.csv,26572,8780e1d081c57d777f11eb24a4aead54067e9558e3c01067742a899f82217404,120.0
README.md,575,689cb54a81ecf9e029f4903b526ac30f5b268cc5600654b7afe1a6b5a1d4188c,
